NodeID,Lat,Lon,Type,Street Name
#oseg4000000009047959,53.530303,-2.555592,1,5
#osgb4000000009047709,53.530087,-2.555665,0,[ 5 58]
#osgb4000000009047711,53.530357,-2.553617,0,[28 99]
#oseg4000000009047760,53.530067,-2.552104,1,28
#oseg4000000009047761,53.52998,-2.551545,1,28
#osgb4000000009047934,53.52998,-2.5515,0,[28 45]
#osgb4000000009048142,53.534219,-2.554135,0,[5]
#osgb4000000009047943,53.533652,-2.554354,0,[ 5 53]
#osgb4000000009050884,53.523557,-2.536936,0,[29 40]
#oseg4000000009050862,53.52362,-2.536937,1,29
#oseg4000000009050863,53.52433,-2.536915,1,29
#oseg4000000009050864,53.524366,-2.536916,1,29
#oseg4000000009050865,53.524402,-2.536946,1,29
#osgb4000000009050887,53.524473,-2.537008,0,[29]
#osgb4000000009526210,53.53059,-2.551729,0,[30 56]
#oseg4000000009526266,53.530916,-2.551607,1,30
#osgb4000000009526214,53.531227,-2.551528,0,[30]
#osgb4000000009048144,53.532931,-2.551825,0,[31]
#osgb4000000009526230,53.532997,-2.551779,0,[31]
#oseg4000000009688567,53.526848,-2.560208,1,6
#osgb4000000009048095,53.52683,-2.560223,0,[6]
#oseg4000000009046368,53.52246,-2.544961,1,32
#oseg4000000009046369,53.522424,-2.544991,1,32
#osgb4000000009713885,53.52232,-2.545065,0,[32]
#osgb5000005181120521,53.528048,-2.562439,0,[2]
#oseg5000005181120570,53.528049,-2.562441,1,2
#oseg5000005181120571,53.528086,-2.562532,1,2
#osgb5000005185199985,53.524892,-2.547737,0,[33]
#osgb4000000009047899,53.524894,-2.54727,0,[ 33 100]
#osgb5000005185199981,53.522729,-2.541936,0,[ 2 47]
#oseg4000000009046372,53.521447,-2.540363,1,34
#osgb4000000009046316,53.521448,-2.540061,0,[34 48  1]
#osgb4000000009048102,53.525556,-2.553856,0,[  2 109]
#oseg4000000009048173,53.525654,-2.554113,1,2
#oseg4000000009048174,53.525769,-2.554432,1,2
#oseg4000000009048175,53.525972,-2.555128,1,2
#osgb4000000009047556,53.525999,-2.555219,0,[2 7]
#osgb4000000009047863,53.528644,-2.562314,0,[20 82]
#oseg4000000009047876,53.52868,-2.562329,1,20
#oseg4000000009047877,53.528698,-2.562344,1,20
#oseg4000000009047878,53.528983,-2.562891,1,20
#oseg4000000009047879,53.528992,-2.562907,1,20
#oseg4000000009047880,53.529028,-2.562922,1,20
#oseg4000000009047881,53.529055,-2.562922,1,20
#oseg4000000009047882,53.529091,-2.562923,1,20
#oseg4000000009047883,53.529262,-2.56284,1,20
#oseg4000000009047884,53.529424,-2.562761,1,20
#osgb4000000009047694,53.52946,-2.562747,0,[20  8]
#osgb4000000009047873,53.524876,-2.557075,0,[35 80]
#oseg4000000009047885,53.524894,-2.557075,1,35
#oseg4000000009047886,53.525351,-2.557217,1,35
#oseg4000000009047887,53.525549,-2.557249,1,35
#oseg4000000009047888,53.525603,-2.55725,1,35
#oseg4000000009047889,53.525675,-2.557221,1,35
#osgb4000000009047876,53.525882,-2.557133,0,[35 36]
#osgb4000000009047875,53.524997,-2.554165,0,[ 36 132 109]
#osgb4000000009047679,53.525245,-2.554968,0,[36 39]
#osgb4000000009526067,53.526231,-2.555031,0,[7]
#oseg4000000009526090,53.526603,-2.554729,1,7
#osgb4000000009047681,53.526703,-2.554655,0,[ 7 26]
#osgb4000000009047887,53.52691,-2.554477,0,[ 7 26]
#oseg4000000009047891,53.526937,-2.554462,1,7
#oseg4000000009047892,53.527082,-2.554373,1,7
#oseg4000000009047893,53.527424,-2.554257,1,7
#oseg4000000009047894,53.527856,-2.554112,1,7
#osgb4000000009047897,53.52318,-2.540687,0,[37 21]
#oseg4000000009047895,53.523166,-2.539963,1,37
#oseg4000000009047896,53.523166,-2.539887,1,37
#oseg4000000009047897,53.523175,-2.539797,1,37
#oseg4000000009047898,53.523212,-2.539707,1,37
#osgb4000000009047898,53.523457,-2.539182,0,[37 40]
#oseg4000000009047899,53.524907,-2.546396,1,33
#osgb4000000009047901,53.524899,-2.546275,0,[33 73]
#osgb4000000009047687,53.525637,-2.546088,0,[38 73]
#oseg4000000009047100,53.525662,-2.546435,1,38
#osgb4000000009047904,53.525668,-2.547009,0,[38]
#osgb4000000009047872,53.524148,-2.557005,0,[39 35]
#oseg4000000009047101,53.524157,-2.55693,1,39
#oseg4000000009047102,53.524186,-2.556613,1,39
#osgb4000000009047678,53.524195,-2.556477,0,[ 39 132]
#osgb4000000009049272,53.523137,-2.538288,0,[40]
#oseg4000000009049103,53.523271,-2.538591,1,40
#oseg4000000009049104,53.523342,-2.538803,1,40
#osgb5000005176878920,53.515863,-2.547054,0,[13]
#oseg5000005176878105,53.515646,-2.547091,1,13
#oseg5000005176878106,53.515555,-2.547095,1,13
#osgb4000000009526078,53.521148,-2.542909,0,[41]
#osgb4000000009526079,53.521099,-2.542844,0,[41]
#osgb5000005176878918,53.51373,-2.546611,0,[42]
#osgb4000000009526036,53.513605,-2.546881,0,[42]
#osgb4000000009046427,53.523026,-2.54696,0,[ 14 108]
#osgb4000000009046313,53.522867,-2.546279,0,[ 14 127]
#osgb4000000009046371,53.520905,-2.542935,0,[41]
#oseg4000000009046107,53.520905,-2.54283,1,41
#osgb4000000009046430,53.520872,-2.542362,0,[41]
#oseg4000000009047108,53.52607,-2.555461,1,2
#oseg4000000009047109,53.526166,-2.555825,1,2
#oseg4000000009047110,53.526361,-2.556566,1,2
#osgb5000005200196804,53.526364,-2.556578,0,[2]
#osgb4000000009047554,53.527589,-2.561168,0,[2]
#osgb4000000009047606,53.527536,-2.560911,0,[2]
#osgb4000000009048328,53.532127,-2.547577,0,[43]
#oseg4000000009048111,53.532303,-2.54806,1,43
#osgb4000000009048348,53.532785,-2.549379,0,[43 49]
#oseg4000000009047112,53.529286,-2.559637,1,25
#oseg4000000009047113,53.529277,-2.559576,1,25
#oseg4000000009047114,53.529134,-2.558579,1,25
#oseg4000000009047115,53.528929,-2.557158,1,25
#osgb4000000009047630,53.52892,-2.557143,0,[25 89]
#oseg4000000009047116,53.529557,-2.555869,1,5
#oseg4000000009047117,53.529294,-2.555969,1,5
#osgb4000000009047704,53.52879,-2.556161,0,[ 5 25]
#oseg4000000009047118,53.525498,-2.555816,1,36
#oseg4000000009047119,53.525714,-2.556543,1,36
#osgb4000000009047937,53.531904,-2.557257,0,[44 61]
#oseg4000000009047120,53.532228,-2.557141,1,44
#oseg4000000009047121,53.532255,-2.557126,1,44
#oseg4000000009047122,53.532309,-2.557052,1,44
#oseg4000000009047123,53.532445,-2.556782,1,44
#oseg4000000009047124,53.532563,-2.556602,1,44
#oseg4000000009047125,53.53259,-2.556573,1,44
#oseg4000000009047126,53.532644,-2.556528,1,44
#oseg4000000009047127,53.532698,-2.556498,1,44
#oseg4000000009047128,53.532797,-2.55647,1,44
#oseg4000000009047129,53.532878,-2.556471,1,44
#osgb4000000009047938,53.533103,-2.556519,0,[44 94]
#osgb4000000009047890,53.528169,-2.556409,0,[ 5 17]
#oseg4000000009047130,53.529314,-2.551716,1,45
#osgb4000000009047710,53.529359,-2.551703,0,[45 99]
#osgb4000000009048135,53.531507,-2.557509,0,[44]
#oseg4000000009048131,53.531841,-2.557287,1,44
#osgb4000000009047633,53.530779,-2.555644,0,[28  5]
#osgb4000000009048345,53.534499,-2.554002,0,[ 5 43]
#oseg4000000009048132,53.53449,-2.554033,1,5
#oseg4000000009048133,53.522633,-2.538417,1,2
#osgb4000000009666167,53.522635,-2.539393,0,[2]
#osgb4000000009526050,53.512548,-2.544442,0,[46]
#osgb4000000009526049,53.512572,-2.544588,0,[46]
#osgb4000000009046267,53.522277,-2.543752,0,[14 13]
#osgb5000005181120503,53.528278,-2.558886,0,[11]
#osgb4000000009047870,53.52813,-2.558943,0,[11]
#oseg5000005185199134,53.522816,-2.541914,1,47
#oseg5000005185199135,53.523015,-2.54187,1,47
#osgb5000005185199978,53.523101,-2.541854,0,[47]
#osgb4000000009046246,53.517744,-2.546243,0,[ 13 102]
#oseg4000000009046136,53.51769,-2.546318,1,13
#oseg4000000009046137,53.517608,-2.546452,1,13
#oseg4000000009046138,53.517536,-2.546557,1,13
#oseg4000000009046139,53.517472,-2.546647,1,13
#oseg4000000009046140,53.517418,-2.546706,1,13
#osgb4000000009046261,53.517393,-2.546736,0,[13]
#oseg4000000009046141,53.522078,-2.54387,1,13
#oseg4000000009046142,53.52108,-2.540117,1,48
#oseg4000000009046143,53.521026,-2.540147,1,48
#oseg4000000009046144,53.520699,-2.540731,1,48
#oseg4000000009046145,53.52069,-2.540761,1,48
#oseg4000000009046146,53.520681,-2.540821,1,48
#oseg4000000009046147,53.520697,-2.541258,1,48
#oseg4000000009046148,53.520706,-2.541274,1,48
#oseg4000000009046149,53.520741,-2.541334,1,48
#oseg4000000009046150,53.520804,-2.541365,1,48
#oseg4000000009046151,53.520939,-2.541412,1,48
#oseg4000000009046152,53.521119,-2.541415,1,48
#osgb4000000009046256,53.522667,-2.540801,0,[21  2]
#oseg4000000009046153,53.522928,-2.540734,1,21
#oseg4000000009046154,53.523072,-2.540697,1,21
#osgb4000000009046373,53.523117,-2.540686,0,[21 88]
#osgb4000000009047605,53.527375,-2.560834,0,[2]
#oseg4000000009047155,53.527375,-2.560758,1,2
#oseg4000000009047156,53.527394,-2.560713,1,2
#oseg4000000009047157,53.527412,-2.560683,1,2
#osgb4000000009747516,53.527437,-2.560651,0,[2]
#osgb4000000009048337,53.52896,-2.548514,0,[49 90]
#oseg4000000009048158,53.52914,-2.548562,1,49
#oseg4000000009048159,53.529328,-2.548603,1,49
#osgb4000000009048344,53.530029,-2.548755,0,[49 28]
#osgb4000000009047680,53.52698,-2.556861,0,[26  5]
#oseg4000000009047160,53.526911,-2.556287,1,26
#oseg4000000009047161,53.526867,-2.555969,1,26
#oseg4000000009047162,53.52685,-2.555833,1,26
#oseg4000000009047163,53.52672,-2.554836,1,26
#osgb4000000009047696,53.531004,-2.560307,0,[ 8 87]
#oseg4000000009047164,53.531027,-2.560278,1,8
#oseg4000000009047165,53.531063,-2.560218,1,8
#oseg4000000009047166,53.53109,-2.560174,1,8
#oseg4000000009047167,53.5311,-2.560113,1,8
#oseg4000000009047168,53.531136,-2.559948,1,8
#oseg4000000009047169,53.531146,-2.559782,1,8
#oseg4000000009047170,53.531147,-2.559661,1,8
#oseg4000000009047171,53.531114,-2.559027,1,8
#oseg4000000009047172,53.531123,-2.558937,1,8
#oseg4000000009047173,53.531159,-2.558877,1,8
#oseg4000000009047174,53.531349,-2.558699,1,8
#oseg4000000009047175,53.531453,-2.558609,1,8
#osgb4000000009047697,53.531593,-2.55849,0,[ 8 28]
#oseg4000000009047176,53.52934,-2.561478,1,8
#oseg4000000009047177,53.529341,-2.561403,1,8
#oseg4000000009047178,53.529341,-2.561357,1,8
#oseg4000000009047179,53.529359,-2.561297,1,8
#oseg4000000009047180,53.529386,-2.561252,1,8
#oseg4000000009047181,53.529404,-2.561237,1,8
#oseg4000000009047182,53.529468,-2.561193,1,8
#osgb5000005181120496,53.526158,-2.557009,0,[35]
#oseg5000005181120183,53.526206,-2.556987,1,35
#osgb4000000009047555,53.526441,-2.556854,0,[35  2]
#oseg4000000009047184,53.526247,-2.553985,1,50
#oseg4000000009047185,53.526212,-2.55397,1,50
#oseg4000000009047186,53.526194,-2.553954,1,50
#oseg4000000009047187,53.526185,-2.553909,1,50
#oseg4000000009047188,53.526107,-2.553305,1,50
#oseg4000000009047189,53.526107,-2.553274,1,50
#oseg4000000009047190,53.526116,-2.553244,1,50
#oseg4000000009047191,53.526134,-2.553245,1,50
#oseg4000000009047192,53.52812,-2.55585,1,17
#osgb4000000009047884,53.528066,-2.555231,0,[ 17 129]
#oseg4000000009047193,53.524887,-2.547964,1,33
#oseg4000000009047194,53.524892,-2.547798,1,33
#osgb5000005185199990,53.527589,-2.542774,0,[51]
#oseg5000005185199195,53.527513,-2.542658,1,51
#osgb4000000009047837,53.525139,-2.560306,0,[ 52 146]
#osgb4000000009047845,53.525374,-2.560143,0,[52 95]
#oseg4000000009047196,53.532371,-2.551561,1,53
#oseg4000000009047197,53.532399,-2.55135,1,53
#oseg4000000009047198,53.532408,-2.55129,1,53
#oseg4000000009047199,53.532453,-2.551185,1,53
#osgb4000000009048143,53.532526,-2.551035,0,[53 31]
#osgb4000000009048207,53.525551,-2.549885,0,[24]
#osgb4000000009048206,53.525261,-2.549643,0,[24]
#osgb5000005200196801,53.526067,-2.555164,0,[7]
#osgb4000000009663623,53.520912,-2.543408,0,[ 41 125]
#oseg4000000009663200,53.520912,-2.543403,1,41
#osgb4000000009048459,53.522622,-2.536984,0,[29  2]
#osgb4000000009666165,53.52293,-2.536969,0,[29]
#oseg5000005181120201,53.52843,-2.56237,1,20
#oseg5000005181120202,53.528617,-2.562313,1,20
#osgb4000000009688555,53.521857,-2.54349,0,[1]
#oseg4000000009688203,53.521785,-2.543143,1,1
#osgb4000000009047607,53.527567,-2.560758,0,[ 2 23]
#oseg4000000009047204,53.527564,-2.560836,1,2
#oseg4000000009047205,53.527555,-2.560866,1,2
#osgb4000000009047603,53.52741,-2.560924,0,[2]
#oseg4000000009047206,53.527393,-2.560894,1,2
#oseg4000000009047207,53.527384,-2.560864,1,2
#osgb5000005181120530,53.528036,-2.560428,0,[23]
#osgb4000000009047690,53.525192,-2.541029,0,[54 21]
#oseg4000000009047208,53.525129,-2.540998,1,54
#oseg4000000009047209,53.525031,-2.540982,1,54
#oseg4000000009047210,53.524734,-2.541023,1,54
#oseg4000000009047211,53.524698,-2.541038,1,54
#oseg4000000009047212,53.524662,-2.541068,1,54
#oseg4000000009047213,53.524644,-2.541098,1,54
#oseg4000000009047214,53.524625,-2.541128,1,54
#oseg4000000009047215,53.524616,-2.541158,1,54
#oseg4000000009047216,53.524607,-2.541263,1,54
#oseg4000000009047217,53.524637,-2.541899,1,54
#osgb4000000009047910,53.52478,-2.541881,0,[54]
#osgb4000000009048096,53.528492,-2.56026,0,[23]
#oseg4000000009048218,53.528474,-2.560344,1,23
#oseg4000000009048219,53.528442,-2.560431,1,23
#oseg4000000009048220,53.528383,-2.560485,1,23
#oseg4000000009048221,53.528338,-2.560499,1,23
#oseg4000000009048222,53.528284,-2.560499,1,23
#oseg4000000009048223,53.528248,-2.560483,1,23
#oseg4000000009048224,53.52824,-2.560468,1,23
#osgb4000000009047867,53.528186,-2.560377,0,[23]
#oseg4000000009047225,53.527298,-2.552294,1,55
#oseg4000000009047226,53.527271,-2.552294,1,55
#oseg4000000009047227,53.527253,-2.552279,1,55
#oseg4000000009047228,53.527235,-2.552233,1,55
#oseg4000000009047229,53.527209,-2.552067,1,55
#oseg4000000009047230,53.527174,-2.55181,1,55
#oseg4000000009047231,53.527175,-2.551659,1,55
#oseg4000000009047232,53.527193,-2.551599,1,55
#oseg4000000009047233,53.527212,-2.551524,1,55
#oseg4000000009047234,53.527239,-2.551494,1,55
#oseg4000000009047235,53.527266,-2.551464,1,55
#oseg4000000009047236,53.527302,-2.551435,1,55
#osgb4000000009048109,53.527364,-2.551407,0,[55]
#osgb4000000009047871,53.52833,-2.560318,0,[23]
#osgb4000000009047909,53.524159,-2.542902,0,[21 64]
#oseg4000000009047237,53.524177,-2.542917,1,21
#oseg4000000009047238,53.524204,-2.542947,1,21
#oseg4000000009047239,53.524249,-2.542978,1,21
#oseg4000000009046240,53.523171,-2.540687,1,21
#osgb4000000009047553,53.526997,-2.558988,0,[ 2 52]
#osgb4000000009526066,53.527069,-2.55927,0,[2]
#oseg4000000009526241,53.530715,-2.552302,1,56
#osgb4000000009526212,53.530801,-2.55269,0,[56 96]
#osgb4000000009526215,53.531225,-2.551361,0,[30]
#osgb4000000009526235,53.532523,-2.549988,0,[57]
#osgb4000000009526234,53.532583,-2.54995,0,[57]
#osgb5000005176878924,53.513063,-2.549086,0,[42]
#osgb5000005176878929,53.513037,-2.549529,0,[42]
#osgb5000005176878914,53.513393,-2.547343,0,[42]
#oseg5000005176878242,53.513388,-2.547355,1,42
#oseg5000005176878243,53.513242,-2.547714,1,42
#osgb4000000009688514,53.513227,-2.547769,0,[42]
#oseg4000000009526244,53.527614,-2.558519,1,11
#oseg4000000009526245,53.527642,-2.558471,1,11
#oseg4000000009526246,53.527662,-2.558192,1,11
#oseg4000000009526247,53.527599,-2.557792,1,11
#oseg4000000009526248,53.527526,-2.557652,1,11
#oseg4000000009526249,53.52745,-2.557506,1,11
#osgb4000000009526068,53.52745,-2.557506,0,[11]
#osgb5000005185199995,53.525673,-2.547757,0,[38]
#oseg5000005185199250,53.525674,-2.547823,1,38
#oseg5000005185199251,53.525673,-2.547974,1,38
#oseg5000005185199252,53.525672,-2.548095,1,38
#osgb4000000009047903,53.525672,-2.548215,0,[38 12]
#osgb4000000009046264,53.520998,-2.544219,0,[41 13]
#oseg4000000009048253,53.527559,-2.548255,1,12
#oseg4000000009048254,53.52764,-2.548241,1,12
#osgb4000000009048327,53.527658,-2.548226,0,[12 49]
#oseg4000000009047255,53.530501,-2.55739,1,58
#oseg4000000009047256,53.530138,-2.555877,1,58
#osgb5000005181120513,53.526119,-2.548694,0,[59]
#oseg5000005181120257,53.526118,-2.548945,1,59
#oseg5000005181120258,53.526135,-2.549051,1,59
#oseg5000005181120259,53.526153,-2.549082,1,59
#oseg5000005181120260,53.52618,-2.549127,1,59
#oseg5000005181120261,53.526225,-2.549158,1,59
#oseg5000005181120262,53.526323,-2.549204,1,59
#oseg5000005181120263,53.526898,-2.549393,1,59
#oseg5000005181120264,53.527221,-2.549518,1,59
#oseg5000005181120265,53.527275,-2.549518,1,59
#osgb4000000009047895,53.527311,-2.549504,0,[59 26]
#osgb5000005176614432,53.531891,-2.560934,0,[60]
#oseg5000005176614266,53.531869,-2.560953,1,60
#oseg5000005176614267,53.531833,-2.560938,1,60
#oseg5000005176614268,53.531806,-2.560922,1,60
#oseg5000005176614269,53.531797,-2.560907,1,60
#oseg5000005176614270,53.531735,-2.56071,1,60
#oseg5000005176614271,53.531682,-2.560498,1,60
#oseg5000005176614272,53.531682,-2.560468,1,60
#osgb4000000009688612,53.531682,-2.560445,0,[60]
#oseg4000000009047273,53.531513,-2.558218,1,28
#oseg4000000009047274,53.531354,-2.557658,1,28
#osgb4000000009048121,53.531318,-2.557521,0,[28  9]
#osgb4000000009047919,53.53177,-2.559051,0,[28 84]
#oseg4000000009047275,53.531681,-2.558763,1,28
#oseg4000000009047276,53.531632,-2.558612,1,28
#osgb4000000009048137,53.531853,-2.556593,0,[61]
#oseg4000000009048277,53.531745,-2.556546,1,61
#oseg4000000009048278,53.531647,-2.5565,1,61
#oseg4000000009048279,53.531626,-2.556475,1,61
#oseg4000000009048280,53.531611,-2.556439,1,61
#osgb4000000009048136,53.531567,-2.556215,0,[61]
#osgb4000000009047878,53.525073,-2.549475,0,[24]
#osgb4000000009048208,53.525422,-2.549154,0,[24]
#oseg4000000009047281,53.530266,-2.558594,1,9
#osgb4000000009048215,53.53022,-2.558639,0,[9]
#osgb4000000009047892,53.528259,-2.55638,0,[  5 149]
#oseg4000000009048282,53.523602,-2.540753,1,62
#oseg4000000009048283,53.523877,-2.53961,1,62
#oseg4000000009048284,53.524086,-2.539175,1,62
#oseg4000000009048285,53.524122,-2.539115,1,62
#oseg4000000009048286,53.524176,-2.539055,1,62
#oseg4000000009048287,53.524204,-2.539026,1,62
#oseg4000000009048288,53.524222,-2.539011,1,62
#osgb4000000009050885,53.52429,-2.539,0,[62]
#osgb4000000009526075,53.526483,-2.548241,0,[12]
#oseg4000000009526289,53.526903,-2.548246,1,12
#oseg4000000009526290,53.512548,-2.544442,1,46
#oseg4000000009526291,53.512638,-2.544338,1,46
#oseg4000000009526292,53.51281,-2.544118,1,46
#oseg4000000009526293,53.512837,-2.544084,1,46
#osgb4000000009046444,53.521215,-2.54295,0,[41]
#osgb4000000009046272,53.520056,-2.544387,0,[13 92]
#oseg4000000009046294,53.519964,-2.544399,1,13
#osgb4000000009046247,53.51973,-2.544428,0,[ 13 103]
#osgb4000000009046365,53.51222,-2.543801,0,[46]
#oseg4000000009046295,53.512334,-2.543972,1,46
#oseg4000000009046296,53.51237,-2.544048,1,46
#oseg4000000009046297,53.512476,-2.544335,1,46
#oseg4000000009046298,53.512512,-2.544411,1,46
#oseg4000000009046299,53.512539,-2.544442,1,46
