NodeID,Lat,Lon,Type,Street Name
#oseg4000000031014863,51.577173,-0.073436,1,19
#oseg4000000031014864,51.577176,-0.073595,1,19
#oseg4000000031014865,51.577177,-0.07371,1,19
#oseg4000000031014866,51.577208,-0.073954,1,19
#oseg4000000031014867,51.577209,-0.073955,1,19
#osgb4000000030613997,51.57725,-0.074155,0,[ 19 104]
#osgb4000000030013105,51.582097,-0.066083,0,[ 20 550]
#osgb4000000030013120,51.58251,-0.066065,0,[  20 1217]
#osgb4000000030013206,51.587558,-0.070052,0,[21]
#oseg4000000030013268,51.587593,-0.070498,1,21
#oseg4000000030013269,51.587603,-0.070627,1,21
#oseg4000000030013270,51.587634,-0.070857,1,21
#osgb5000005121270126,51.587643,-0.070934,0,[21 22]
#osgb4000000030014492,51.600606,-0.067881,0,[ 22 376]
#osgb4000000030014491,51.599959,-0.067938,0,[22 23]
#osgb4000000030014451,51.599949,-0.069497,0,[ 23 911]
#osgb4000000030014668,51.600548,-0.055653,0,[ 24 649]
#osgb4000000030014667,51.600039,-0.055877,0,[24 66]
#osgb4000000030006839,51.57265,-0.106083,0,[25]
#osgb4000000030006832,51.572386,-0.105833,0,[ 25 164 506]
#osgb4000000030010280,51.575703,-0.129854,0,[26]
#oseg4000000030010271,51.575943,-0.129152,1,26
#osgb4000000030010290,51.575958,-0.129036,0,[ 26 722 283]
#osgb4000000030010362,51.578847,-0.117313,0,[ 27 320]
#osgb4000000030010365,51.579032,-0.116512,0,[ 27 928]
#osgb4000000030010493,51.590966,-0.151648,0,[ 28 181]
#osgb4000000030010494,51.590955,-0.150955,0,[ 28  29 339]
#osgb4000000030989852,51.590965,-0.15083,0,[29]
#oseg4000000030989872,51.590978,-0.150651,1,29
#oseg4000000030989873,51.591001,-0.150448,1,29
#osgb4000000030010495,51.591009,-0.15039,0,[ 29 548]
#osgb4000000030010567,51.589514,-0.137815,0,[ 30 455  73]
#oseg4000000030010574,51.589567,-0.137673,1,30
#osgb4000000030010570,51.590067,-0.137115,0,[30]
#osgb4000000031048947,51.576345,-0.098546,0,[ 31 194]
#osgb4000000030010783,51.576081,-0.098565,0,[31]
#osgb4000000030011208,51.593883,-0.106152,0,[ 32 557 314]
#oseg4000000030011275,51.593699,-0.105885,1,32
#osgb4000000030011276,51.593299,-0.105299,0,[ 32 738]
#osgb4000000030011446,51.594465,-0.092123,0,[33]
#oseg4000000030011476,51.594403,-0.092169,1,33
#oseg4000000030011477,51.594323,-0.092245,1,33
#oseg4000000030011478,51.594226,-0.09235,1,33
#osgb4000000030011422,51.594147,-0.092469,0,[33]
#osgb4000000030011699,51.604368,-0.125182,0,[ 34 520]
#oseg4000000030011679,51.604316,-0.125285,1,34
#oseg4000000030011680,51.604237,-0.125419,1,34
#oseg4000000030011681,51.604184,-0.125507,1,34
#osgb4000000030011695,51.604141,-0.125596,0,[ 34 112]
#oseg4000000030012182,51.60124,-0.107925,1,16
#osgb4000000030012193,51.60161,-0.107968,0,[ 16 779]
#osgb4000000030012345,51.599862,-0.089457,0,[ 35 638]
#osgb4000000030012347,51.599841,-0.088721,0,[ 35 639]
#osgb4000000030012405,51.598627,-0.080989,0,[ 36 776]
#osgb4000000030012407,51.598712,-0.080148,0,[36 37]
#oseg4000000030012483,51.598685,-0.080149,1,37
#oseg4000000030012484,51.598634,-0.080137,1,37
#osgb4000000030012395,51.598125,-0.080014,0,[37 56]
#osgb4000000030012446,51.603719,-0.09549,0,[ 38 187 263]
#oseg4000000030012485,51.603908,-0.0955,1,38
#osgb4000000030012448,51.604313,-0.095522,0,[38]
#osgb4000000030012452,51.603123,-0.092583,0,[ 39 549]
#oseg4000000030012486,51.603062,-0.092687,1,39
#osgb4000000030012357,51.60272,-0.093207,0,[ 39 374]
#osgb4000000030012519,51.60637,-0.078294,0,[ 40 371]
#oseg4000000030012587,51.606595,-0.078299,1,40
#osgb4000000030012521,51.606802,-0.078305,0,[ 40 573]
#osgb4000000030013024,51.58027,-0.078068,0,[  41 1170]
#osgb4000000030013031,51.579941,-0.077721,0,[41]
#osgb5000005173138736,51.594484,-0.068859,0,[42]
#osgb4000000030013423,51.594465,-0.068488,0,[  42 1210]
#osgb4000000030013393,51.592095,-0.069013,0,[43]
#oseg4000000030013388,51.592067,-0.06898,1,43
#osgb5000005194499571,51.591767,-0.069055,0,[43]
#osgb4000000030013483,51.594998,-0.058301,0,[44]
#oseg4000000030013489,51.595052,-0.058299,1,44
#oseg4000000030013490,51.595134,-0.058324,1,44
#osgb4000000030013488,51.595384,-0.058202,0,[44]
#osgb4000000030014425,51.599723,-0.07702,0,[45]
#oseg4000000030014491,51.599679,-0.077133,1,45
#oseg4000000030014492,51.599671,-0.077191,1,45
#oseg4000000030014493,51.599648,-0.07724,1,45
#oseg4000000030014494,51.599617,-0.077284,1,45
#osgb4000000030014411,51.599565,-0.077326,0,[ 45 262]
#osgb4000000030014659,51.600622,-0.057932,0,[ 46 649]
#osgb4000000030014657,51.601259,-0.05789,0,[ 46 276]
#osgb4000000030014745,51.606723,-0.049006,0,[ 47 993]
#oseg4000000030014795,51.606562,-0.049013,1,47
#oseg4000000030014796,51.606481,-0.049031,1,47
#osgb4000000030014744,51.60632,-0.049096,0,[47]
#osgb4000000030011709,51.608722,-0.127574,0,[ 48  63 662]
#oseg4000000030011797,51.608591,-0.127796,1,48
#osgb4000000030011722,51.608574,-0.127825,0,[48]
#osgb4000000030012274,51.6063,-0.112755,0,[ 49 951]
#osgb4000000030012277,51.606294,-0.112409,0,[ 49 465]
#osgb4000000030013384,51.596539,-0.071002,0,[50]
#oseg4000000030013398,51.596584,-0.071012,1,50
#osgb4000000030013385,51.596845,-0.071015,0,[ 50 405]
#osgb4000000030014432,51.597006,-0.071008,0,[ 50 911]
#osgb4000000030014502,51.600102,-0.066747,0,[51]
#osgb4000000030014512,51.600136,-0.067179,0,[51]
#osgb4000000030006771,51.569025,-0.111557,0,[ 52 754]
#osgb4000000030006789,51.569122,-0.111424,0,[52]
#osgb4000000030010227,51.576947,-0.14767,0,[ 53 300]
#osgb4000000030010231,51.576918,-0.147513,0,[ 53 300]
#osgb4000000029934279,51.575604,-0.152589,0,[54 96]
#osgb4000000030010214,51.57562,-0.152458,0,[ 54 678]
#osgb4000000030011628,51.603257,-0.12995,0,[55]
#oseg4000000030011699,51.603285,-0.129899,1,55
#osgb5000005170891248,51.603304,-0.129874,0,[ 55 214 816]
#osgb4000000030012311,51.598042,-0.092017,0,[ 56 262 106]
#oseg4000000030012100,51.598047,-0.091945,1,56
#oseg4000000030012101,51.59805,-0.091893,1,56
#oseg4000000030012102,51.598046,-0.091752,1,56
#oseg4000000030012103,51.59804,-0.091719,1,56
#osgb4000000030012336,51.598028,-0.091649,0,[56]
#osgb4000000030010511,51.591244,-0.143018,0,[ 29 369]
#osgb4000000030010512,51.591198,-0.142911,0,[29]
#osgb4000000031194770,51.602319,-0.155364,0,[57]
#oseg4000000031194104,51.602342,-0.155722,1,57
#oseg4000000031194105,51.602328,-0.155772,1,57
#oseg4000000031194106,51.602287,-0.155805,1,57
#osgb4000000030679609,51.601768,-0.155866,0,[57]
#osgb4000000030005932,51.571588,-0.149923,0,[58]
#oseg4000000030005107,51.571588,-0.149966,1,58
#oseg4000000030005108,51.571588,-0.149981,1,58
#osgb4000000031232535,51.571589,-0.149995,0,[58]
#osgb4000000031083141,51.608026,-0.065775,0,[ 59 998]
#osgb4000000030014631,51.607738,-0.065759,0,[ 59 924]
#osgb4000000031004929,51.575917,-0.093811,0,[60]
#osgb4000000030010870,51.575822,-0.093747,0,[60]
#osgb4000000031004930,51.577724,-0.093375,0,[61]
#osgb4000000031004932,51.577816,-0.093432,0,[61]
#osgb4000000031048967,51.583673,-0.069916,0,[ 62 524]
#oseg4000000031048109,51.583658,-0.069921,1,62
#oseg4000000031048110,51.583613,-0.069936,1,62
#osgb4000000031048968,51.58356,-0.06993,0,[62]
#osgb4000000031050360,51.605594,-0.122472,0,[63]
#osgb4000000030011730,51.605547,-0.122433,0,[63]
#osgb4000000031054268,51.578033,-0.152763,0,[64]
#osgb4000000030600304,51.57812,-0.1525,0,[64]
#osgb4000000031076298,51.583267,-0.092691,0,[65]
#oseg4000000031076111,51.5832,-0.092698,1,65
#osgb5000005116533896,51.583033,-0.092724,0,[ 65 134]
#osgb4000000031083101,51.598728,-0.065496,0,[ 66 247]
#osgb4000000030014471,51.598761,-0.065086,0,[ 66 415]
#osgb4000000029935338,51.602309,-0.155202,0,[57]
#osgb4000000031294517,51.594901,-0.096004,0,[67]
#oseg4000000031294112,51.594937,-0.095863,1,67
#oseg4000000031294113,51.594939,-0.095799,1,67
#osgb4000000030011434,51.594918,-0.095656,0,[ 67 138]
#osgb4000000031107835,51.582349,-0.095817,0,[68]
#oseg4000000031107114,51.582369,-0.095752,1,68
#oseg4000000031107115,51.582372,-0.095745,1,68
#oseg4000000031107116,51.582422,-0.09568,1,68
#oseg4000000031107117,51.582423,-0.095679,1,68
#osgb4000000031107836,51.582465,-0.095657,0,[68]
#osgb5000005121270139,51.589143,-0.063609,0,[ 69 217]
#oseg5000005121270118,51.589142,-0.063609,1,69
#oseg5000005121270119,51.589137,-0.063608,1,69
#oseg5000005121270120,51.589131,-0.063606,1,69
#oseg5000005121270121,51.589125,-0.063604,1,69
#oseg5000005121270122,51.589119,-0.063602,1,69
#oseg5000005121270123,51.589108,-0.063596,1,69
#oseg5000005121270124,51.588997,-0.063532,1,69
#oseg5000005121270125,51.588972,-0.063543,1,69
#osgb5000005121270154,51.588928,-0.063562,0,[69]
#osgb4000000030013269,51.58773,-0.063592,0,[ 70 669]
#oseg4000000030013126,51.587559,-0.063632,1,70
#oseg4000000030013127,51.587472,-0.063655,1,70
#osgb5000005128545286,51.587382,-0.063678,0,[70]
#oseg5000005121270128,51.588956,-0.063604,1,69
#osgb5000005121270164,51.589012,-0.063686,0,[ 69 113]
#osgb4000000030014417,51.598342,-0.076932,0,[56]
#oseg4000000030014129,51.598313,-0.076983,1,56
#oseg4000000030014130,51.598313,-0.076986,1,56
#oseg4000000030014131,51.598291,-0.077176,1,56
#oseg4000000030014132,51.598291,-0.077178,1,56
#osgb4000000030014415,51.598302,-0.077248,0,[56]
#osgb5000005137091857,51.589461,-0.065009,0,[71]
#oseg5000005137091133,51.589442,-0.065075,1,71
#oseg5000005137091134,51.589399,-0.065223,1,71
#oseg5000005137091135,51.589369,-0.065347,1,71
#oseg5000005137091136,51.589325,-0.065529,1,71
#osgb5000005137091862,51.589308,-0.065596,0,[71]
#osgb4000000029934310,51.582245,-0.162655,0,[ 72 963]
#osgb5000005139252857,51.58223,-0.162572,0,[72]
#osgb5000005139252849,51.582984,-0.165487,0,[72]
#oseg5000005139252137,51.582764,-0.164769,1,72
#osgb5000005139252850,51.582637,-0.164285,0,[72]
#osgb5000005170891250,51.605294,-0.126778,0,[55]
#oseg5000005170891138,51.60525,-0.126791,1,55
#oseg5000005170891139,51.605245,-0.126793,1,55
#oseg5000005170891140,51.605184,-0.126889,1,55
#oseg5000005170891141,51.605184,-0.126892,1,55
#osgb5000005170891254,51.605176,-0.126963,0,[55]
#osgb5000005130150142,51.589254,-0.137181,0,[73]
#osgb5000005173008304,51.589291,-0.137271,0,[  73 1084]
#osgb4000000029934686,51.59203,-0.156932,0,[ 74 181]
#oseg4000000029934142,51.592623,-0.156937,1,74
#oseg4000000029934143,51.592759,-0.156975,1,74
#oseg4000000029934144,51.593448,-0.15738,1,74
#oseg4000000029934145,51.594338,-0.157907,1,74
#oseg4000000029934146,51.594383,-0.157919,1,74
#osgb4000000029934738,51.59507,-0.158123,0,[ 74 917]
#osgb4000000030010988,51.583069,-0.0953,0,[75 68]
#oseg4000000030010147,51.582963,-0.094857,1,75
#oseg4000000030010148,51.582944,-0.0948,1,75
#oseg4000000030010149,51.582888,-0.094687,1,75
#oseg4000000030010150,51.582824,-0.094588,1,75
#oseg4000000030010151,51.582778,-0.094547,1,75
#oseg4000000030010152,51.582624,-0.094467,1,75
#oseg4000000030010153,51.582453,-0.094445,1,75
#oseg4000000030010154,51.582417,-0.094447,1,75
#oseg4000000030010155,51.582309,-0.094458,1,75
#oseg4000000030010156,51.581528,-0.094541,1,75
#osgb4000000030010977,51.581268,-0.094596,0,[75 19]
#osgb4000000030989842,51.590709,-0.155683,0,[ 28 110]
#oseg4000000030989157,51.590722,-0.15557,1,28
#oseg4000000030989158,51.590762,-0.155207,1,28
#oseg4000000030989159,51.590812,-0.154865,1,28
#osgb4000000030989840,51.590846,-0.154632,0,[28]
#osgb4000000030010562,51.592005,-0.141124,0,[ 76 563]
#oseg4000000030010160,51.593085,-0.142322,1,76
#oseg4000000030010161,51.593197,-0.142447,1,76
#osgb4000000030010584,51.593506,-0.142796,0,[ 76 353]
#osgb4000000030010617,51.592281,-0.139799,0,[ 77 563]
#oseg4000000030010162,51.593727,-0.141372,1,77
#osgb4000000030010610,51.594029,-0.141749,0,[ 77 353]
#osgb4000000030010611,51.593894,-0.140022,0,[ 78 530]
#oseg4000000030010163,51.593071,-0.139132,1,78
#osgb4000000030010616,51.592751,-0.138798,0,[ 78 563]
#osgb4000000030010669,51.589475,-0.127903,0,[ 79 132]
#oseg4000000030010164,51.589412,-0.127891,1,79
#osgb4000000030010661,51.588376,-0.127804,0,[ 79 303]
#osgb4000000030012999,51.577135,-0.064562,0,[ 80 141]
#oseg4000000030012165,51.575975,-0.064048,1,80
#osgb4000000030012978,51.575648,-0.06386,0,[80]
#osgb4000000030014431,51.598688,-0.071024,0,[50 56]
#oseg4000000030014166,51.598131,-0.071019,1,50
#oseg4000000030014167,51.597483,-0.071017,1,50
#osgb4000000029934298,51.579737,-0.154644,0,[ 81 350]
#oseg4000000029934168,51.579953,-0.154101,1,81
#osgb4000000029934304,51.580052,-0.153849,0,[81]
#osgb4000000030006026,51.572658,-0.138595,0,[82]
#oseg4000000030006169,51.572771,-0.138316,1,82
#oseg4000000030006170,51.572899,-0.137907,1,82
#oseg4000000030006171,51.572924,-0.137747,1,82
#oseg4000000030006172,51.57294,-0.137616,1,82
#osgb4000000030006022,51.572939,-0.137602,0,[ 82 627 215]
#osgb4000000030010303,51.578776,-0.128011,0,[ 83 414]
#osgb4000000030010308,51.579065,-0.126989,0,[ 83 454]
#osgb4000000030010660,51.586981,-0.127688,0,[84 79]
#oseg4000000030010173,51.587002,-0.126749,1,84
#osgb4000000030010663,51.587001,-0.126734,0,[84]
#osgb4000000030010840,51.58078,-0.099437,0,[  31  912 1140]
#oseg4000000030010174,51.580798,-0.099436,1,31
#oseg4000000030010175,51.581403,-0.099555,1,31
#osgb4000000030010847,51.581412,-0.099555,0,[ 31 522 228]
#osgb5000005116533895,51.585131,-0.09377,0,[85 68]
#oseg5000005116533176,51.585134,-0.094001,1,85
#oseg5000005116533177,51.585137,-0.094174,1,85
#oseg5000005116533178,51.585132,-0.094405,1,85
#oseg5000005116533179,51.585109,-0.094637,1,85
#oseg5000005116533180,51.585092,-0.09471,1,85
#oseg5000005116533181,51.585041,-0.094914,1,85
#oseg5000005116533182,51.584853,-0.095471,1,85
#oseg5000005116533183,51.584821,-0.095608,1,85
#oseg5000005116533184,51.584796,-0.095727,1,85
#osgb4000000030010997,51.584769,-0.095849,0,[ 85 221]
#osgb4000000031166222,51.601607,-0.118547,0,[63]
#osgb4000000030011675,51.601721,-0.118801,0,[ 63 162 260]
#osgb4000000030014524,51.602409,-0.062678,0,[ 86 334]
#oseg4000000030014185,51.601841,-0.062601,1,86
#osgb4000000030014523,51.601074,-0.062475,0,[  86 1089]
#osgb4000000030014707,51.60508,-0.055633,0,[87 88]
#osgb4000000030014730,51.605762,-0.055532,0,[87]
#oseg4000000030014186,51.60505,-0.054898,1,88
#osgb4000000030014717,51.605015,-0.054408,0,[ 88 159]
#osgb4000000030006786,51.569288,-0.107203,0,[ 89 153]
#oseg4000000030006187,51.569408,-0.1074,1,89
#oseg4000000030006188,51.569444,-0.107442,1,89
#oseg4000000030006189,51.569472,-0.10747,1,89
#oseg4000000030006190,51.569625,-0.107492,1,89
#osgb4000000030006787,51.569696,-0.107503,0,[ 89 653]
#osgb4000000030006800,51.572757,-0.114895,0,[ 90 515]
#osgb4000000030006801,51.573025,-0.11422,0,[90]
#osgb4000000030006831,51.572389,-0.106021,0,[ 25 164]
#osgb4000000030010347,51.577845,-0.122637,0,[ 91 757]
#oseg4000000030010191,51.577948,-0.12222,1,91
#osgb4000000030010351,51.577988,-0.122068,0,[ 91 301]
#osgb4000000031076303,51.589529,-0.102243,0,[92]
#oseg4000000031076192,51.589502,-0.102328,1,92
#osgb4000000030011169,51.589449,-0.102498,0,[92 31]
#osgb4000000030011677,51.601197,-0.117501,0,[  63 1143]
#osgb4000000030011674,51.601431,-0.118098,0,[ 63 743]
#osgb4000000030012390,51.599764,-0.085634,0,[ 35 641]
#osgb4000000030012388,51.599785,-0.086399,0,[ 35 640]
#osgb4000000030012991,51.577944,-0.06675,0,[ 93 273]
#osgb4000000030012995,51.578092,-0.065921,0,[ 93 232]
#osgb4000000030013363,51.595702,-0.077532,0,[  94 1236]
#osgb4000000030013373,51.595694,-0.077056,0,[ 94 442]
#osgb4000000030013435,51.595189,-0.062769,0,[ 95 646]
#oseg4000000030013193,51.595046,-0.06279,1,95
#oseg4000000030013194,51.594777,-0.062844,1,95
#osgb4000000030013444,51.59466,-0.062864,0,[ 95 233]
#osgb4000000030005967,51.575039,-0.152135,0,[96]
#osgb4000000030005969,51.575112,-0.151842,0,[96]
#osgb4000000030011005,51.583707,-0.089614,0,[97]
#osgb4000000030011004,51.583719,-0.08934,0,[97]
#osgb4000000030011079,51.584831,-0.080921,0,[98]
#osgb4000000030011082,51.584597,-0.080903,0,[98]
#osgb4000000030012911,51.576056,-0.074955,0,[99]
#osgb4000000030012918,51.576053,-0.075287,0,[99]
#osgb4000000030014478,51.598985,-0.06229,0,[ 66 938]
#osgb4000000030014488,51.598954,-0.06258,0,[ 66 143]
#osgb4000000030010342,51.579597,-0.123676,0,[100 101 884]
#osgb4000000030010340,51.579445,-0.123749,0,[100 884]
#osgb4000000030010345,51.579685,-0.123608,0,[101 322]
#osgb4000000030005928,51.571666,-0.150037,0,[58  4]
#oseg4000000030005195,51.57167,-0.150035,1,58
#osgb4000000030005924,51.571679,-0.15002,0,[58]
#osgb4000000030010219,51.576633,-0.148275,0,[102]
#osgb4000000030010218,51.576643,-0.148332,0,[102 119]
#osgb4000000030010313,51.575742,-0.122204,0,[103 252]
#osgb4000000030010311,51.575815,-0.122244,0,[103 758]
#osgb4000000030613994,51.576993,-0.074172,0,[104]
#osgb4000000030613908,51.580358,-0.119375,0,[ 105 1008]
#oseg4000000030613196,51.580283,-0.119332,1,105
#osgb4000000030010358,51.579965,-0.119158,0,[105 322 734]
#osgb4000000030690158,51.597586,-0.091846,0,[106]
#oseg4000000030690197,51.59759,-0.091848,1,106
#osgb4000000030012339,51.597626,-0.091861,0,[ 106 1057]
#osgb4000000030846273,51.601484,-0.154821,0,[57]
#oseg4000000030846198,51.601508,-0.155312,1,57
#oseg4000000030846199,51.601529,-0.155387,1,57
#osgb4000000030014544,51.602698,-0.071385,0,[107 433]
#osgb4000000030994882,51.602725,-0.071055,0,[107]
#osgb4000000031004976,51.590591,-0.059832,0,[47]
#oseg4000000031004200,51.590648,-0.05972,1,47
#oseg4000000031004201,51.59066,-0.059714,1,47
#oseg4000000031004202,51.590759,-0.059669,1,47
#oseg4000000031004203,51.590796,-0.059653,1,47
#osgb4000000030013471,51.590856,-0.059693,0,[  47 1039]
#oseg4000000031048204,51.583598,-0.069875,1,62
#oseg4000000031048205,51.583627,-0.069803,1,62
#osgb4000000031048969,51.583643,-0.069721,0,[ 62 307]
#osgb4000000030989763,51.580396,-0.157731,0,[108]
#osgb4000000031138051,51.580002,-0.158033,0,[108]
#osgb4000000031175182,51.587792,-0.119207,0,[109]
#osgb4000000030010692,51.587563,-0.119147,0,[109 361]
#osgb4000000031175190,51.586883,-0.108527,0,[110 519]
#oseg4000000031175206,51.586896,-0.108385,1,110
#osgb4000000031175189,51.586939,-0.10815,0,[110]
#osgb4000000031282042,51.595938,-0.114268,0,[111]
#oseg4000000031282207,51.595917,-0.114205,1,111
#oseg4000000031282208,51.595836,-0.114146,1,111
#osgb4000000030011220,51.595801,-0.114158,0,[111]
#osgb4000000030012946,51.578201,-0.073146,0,[ 22 590]
#oseg4000000030012209,51.57825,-0.073073,1,22
#oseg4000000030012210,51.578347,-0.073053,1,22
#osgb4000000031285995,51.578398,-0.073117,0,[22]
#osgb5000005100706215,51.603548,-0.126028,0,[112]
#oseg5000005100706211,51.603545,-0.12601,1,112
#oseg5000005100706212,51.603552,-0.125909,1,112
#osgb4000000030011694,51.603665,-0.125334,0,[112]
#oseg5000005121270213,51.589005,-0.063834,1,113
#oseg5000005121270214,51.589005,-0.063838,1,113
#osgb5000005121270165,51.589023,-0.0639,0,[113]
#osgb5000005192140405,51.590334,-0.076755,0,[114 218]
#osgb5000005192140404,51.590309,-0.076617,0,[114]
#osgb4000000029934270,51.577332,-0.160095,0,[108]
#oseg4000000029934215,51.57727,-0.160141,1,108
#oseg4000000029934216,51.577065,-0.16031,1,108
#oseg4000000029934217,51.576444,-0.160824,1,108
#oseg4000000029934218,51.576044,-0.161158,1,108
#oseg4000000029934219,51.575991,-0.161218,1,108
#oseg4000000029934220,51.575825,-0.161484,1,108
#oseg4000000029934221,51.575187,-0.162664,1,108
#oseg4000000029934222,51.575169,-0.162694,1,108
#oseg4000000029934223,51.575055,-0.162843,1,108
#oseg4000000029934224,51.575028,-0.162873,1,108
#oseg4000000029934225,51.574966,-0.162919,1,108
#oseg4000000029934226,51.574877,-0.16298,1,108
#oseg4000000029934227,51.57477,-0.163042,1,108
#oseg4000000029934228,51.57469,-0.163074,1,108
#oseg4000000029934229,51.574618,-0.163091,1,108
#oseg4000000029934230,51.574537,-0.163109,1,108
#oseg4000000029934231,51.573485,-0.163065,1,108
#osgb4000000029930643,51.572611,-0.163013,0,[108   4]
#osgb4000000029934693,51.591896,-0.154743,0,[115 181]
#oseg4000000029934232,51.592364,-0.154738,1,115
