NodeID,Lon,Lat
#osgb4000000009047712,-2.550896,53.529956
#osgb5000005181120525,-2.559684,53.526024
#osgb4000000009047842,-2.560427,53.526316
#osgb4000000009047846,-2.559625,53.526113
#osgb4000000009047908,-2.542197,53.523353
#osgb4000000009047915,-2.559618,53.530413
#osgb4000000009047673,-2.557952,53.526184
#osgb4000000009048089,-2.558318,53.526488
#osgb4000000009048097,-2.558771,53.52858
#osgb4000000009048108,-2.550069,53.525115
#osgb4000000009048114,-2.544416,53.525707
#osgb4000000009048117,-2.544289,53.528725
#osgb4000000009047913,-2.544163,53.528779
#osgb4000000009048140,-2.553836,53.532904
#osgb4000000009526232,-2.553969,53.53292
#osgb4000000009526233,-2.553815,53.532811
#osgb4000000009526080,-2.542459,53.520521
#osgb4000000009665518,-2.546848,53.517093
#osgb5000005181120523,-2.5619,53.527825
#osgb4000000009046372,-2.545347,53.521928
#osgb4000000009046449,-2.542349,53.520935
#osgb4000000009047907,-2.543405,53.525649
#osgb4000000009048099,-2.55542,53.524101
#osgb4000000009047677,-2.554663,53.523871
#osgb4000000009047939,-2.556523,53.533417
#osgb4000000009047942,-2.553229,53.533028
#osgb4000000009048211,-2.547006,53.525419
#osgb4000000009047947,-2.549827,53.532478
#osgb4000000009526226,-2.550449,53.532034
#osgb4000000009647272,-2.545054,53.518468
#osgb4000000009048145,-2.552373,53.533337
#osgb4000000009748433,-2.55227,53.533445
#osgb4000000009047689,-2.542822,53.525022
#osgb4000000009047835,-2.557528,53.523717
#osgb4000000009047676,-2.556335,53.523711
#osgb4000000009047581,-2.558368,53.526838
#osgb5000005185199984,-2.5487,53.527476
#osgb4000000009047912,-2.543252,53.527942
#osgb4000000009047911,-2.545016,53.526747
#osgb4000000009047843,-2.558585,53.525004
#osgb4000000009048086,-2.559667,53.524785
#osgb4000000009047634,-2.554441,53.5334
#osgb4000000009047948,-2.550811,53.532734
#osgb4000000009048212,-2.544516,53.5251
#osgb4000000009048127,-2.559353,53.532964
#osgb4000000009048220,-2.558975,53.53284
#osgb4000000009047932,-2.55466,53.530559
#osgb4000000009047707,-2.554494,53.530524
#osgb4000000009526065,-2.559863,53.527223
#osgb4000000009526225,-2.551974,53.533746
#osgb4000000009048146,-2.552016,53.533762
#osgb4000000009526119,-2.534848,53.523238
#osgb4000000009526085,-2.534885,53.522575
#osgb4000000009663622,-2.545998,53.513311
#osgb4000000009663620,-2.54666,53.512653
#osgb4000000009688515,-2.54676,53.514814
#osgb4000000009526052,-2.544462,53.513094
#osgb5000005181120499,-2.559,53.527982
#osgb4000000009666169,-2.542935,53.522839
#osgb4000000009046266,-2.543338,53.522917
#osgb4000000009046300,-2.539178,53.521974
#osgb4000000009047559,-2.550492,53.524448
#osgb4000000009047583,-2.550946,53.524545
#osgb4000000009047560,-2.549071,53.524158
#osgb4000000009047585,-2.551052,53.524571
#osgb4000000009047841,-2.561263,53.525638
#osgb4000000009048098,-2.556244,53.524874
#osgb4000000009048138,-2.555967,53.532156
#osgb4000000009050886,-2.537974,53.524173
#osgb4000000009048335,-2.548236,53.526121
#osgb4000000009526042,-2.547025,53.516038
#osgb5000005185199997,-2.545074,53.523605
#osgb4000000009046271,-2.546387,53.514044
#osgb4000000009046251,-2.546299,53.513861
#osgb4000000009047604,-2.560962,53.52749
#osgb4000000009047868,-2.56129,53.528802
#osgb4000000009047888,-2.553369,53.527087
#osgb4000000009047894,-2.550194,53.527038
#osgb4000000009047926,-2.558036,53.532565
#osgb4000000009048087,-2.561185,53.526507
#osgb4000000009048104,-2.551259,53.524224
#osgb4000000009048126,-2.558716,53.532661
#osgb4000000009526245,-2.543067,53.530037
#osgb4000000009048329,-2.542638,53.530686
#osgb4000000009526224,-2.551416,53.531489
#osgb4000000009046268,-2.539775,53.522636
#osgb4000000009748422,-2.559157,53.526763
#osgb5000005185199983,-2.544075,53.523077
#osgb5000005185199998,-2.544329,53.523132
#osgb4000000009724488,-2.553546,53.5237
#osgb4000000009047669,-2.552758,53.52353
#osgb4000000009047917,-2.561542,53.530648
#osgb5000005200196803,-2.556939,53.526751
#osgb4000000009047586,-2.557051,53.526494
#osgb4000000009048111,-2.541285,53.523146
#osgb4000000009048204,-2.560161,53.528789
#osgb4000000009048223,-2.550261,53.531307
#osgb4000000009048120,-2.56015,53.5321
#osgb4000000009725897,-2.546807,53.514909
#osgb5000005181120509,-2.543957,53.523051
#osgb4000000009047582,-2.557762,53.526679
#osgb4000000009047896,-2.549752,53.529017
#osgb4000000009716036,-2.552761,53.524796
#osgb4000000009047557,-2.552491,53.52505
#osgb4000000009046370,-2.546198,53.520006
#osgb4000000009047670,-2.550233,53.523086
#osgb5000005181120527,-2.549246,53.523877
#osgb4000000009047685,-2.549425,53.52359
#osgb4000000009047940,-2.555523,53.533082
#osgb4000000009048088,-2.559523,53.525224
#osgb4000000009047900,-2.545645,53.523985
#osgb4000000009047928,-2.558967,53.533388
#osgb4000000009526229,-2.552256,53.531797
#osgb4000000009724489,-2.553633,53.523592
#osgb5000005185199994,-2.543378,53.530844
#osgb4000000009046265,-2.544018,53.521808
#osgb4000000009046262,-2.544373,53.520143
#osgb4000000009047927,-2.557971,53.533366
#osgb4000000009047914,-2.544738,53.529156
#osgb4000000009048213,-2.544847,53.529248
#osgb4000000009526114,-2.538691,53.526575
#osgb4000000009526227,-2.550587,53.531958
#osgb4000000009688611,-2.560276,53.531586
#osgb4000000009748432,-2.552409,53.533491
#osgb4000000009047584,-2.551612,53.524721
#osgb4000000009047558,-2.551718,53.524757
#osgb4000000009526222,-2.554756,53.532591
#osgb4000000009047683,-2.550885,53.526765
#osgb5000005181120504,-2.559703,53.532598
#osgb4000000009048222,-2.555792,53.530815
#osgb4000000009663621,-2.545601,53.512559
#osgb4000000009663619,-2.545685,53.513587
#osgb4000000009047874,-2.553696,53.523732
#osgb5000005176878923,-2.545625,53.513562
#osgb4000000009046263,-2.544232,53.520899
#osgb5000005202731998,-2.552044,53.524884
#osgb4000000009047902,-2.547249,53.524391
#osgb4000000009526231,-2.551944,53.532927
#osgb5000005119359242,-2.545846,53.522766
#osgb5000005181120524,-2.54551,53.522688
#osgb4000000009526041,-2.547604,53.515437
#osgb5000005176878916,-2.545835,53.517614
#osgb4000000009046424,-2.543884,53.519752
#osgb4000000009046425,-2.543782,53.52086
#osgb4000000009046431,-2.539747,53.522891
#osgb5000005176878926,-2.545993,53.51411
#osgb4000000009046442,-2.546246,53.515543
#osgb4000000009046445,-2.547093,53.52281
#osgb4000000009048101,-2.554104,53.525075
#osgb4000000009048100,-2.553287,53.524759
#osgb4000000009748424,-2.552086,53.524471
#osgb4000000009048106,-2.548351,53.523702
#osgb5000005181120515,-2.549042,53.524326
#osgb5000005181120517,-2.551412,53.524974
#osgb5000005185199987,-2.547315,53.524074
#osgb4000000009526111,-2.540392,53.525859
#osgb4000000009526115,-2.53961,53.52592
#osgb4000000009526091,-2.537196,53.52529
#osgb4000000009652893,-2.536538,53.524808
#osgb4000000009526095,-2.538279,53.525294
#osgb4000000009526093,-2.538172,53.5247
#osgb4000000009526117,-2.538444,53.526175
#osgb4000000009652892,-2.537363,53.526204
#osgb5000005185199973,-2.535761,53.523589
#osgb4000000009526096,-2.538955,53.525507
#osgb4000000009526086,-2.54143,53.525741
#osgb4000000009526102,-2.53762,53.524632
#osgb4000000009526109,-2.54139,53.526134
#osgb4000000009688564,-2.536661,53.525389
#osgb4000000009526094,-2.536125,53.525603
#osgb4000000009526088,-2.542141,53.525791
#osgb4000000009046312,-2.547977,53.51539
#osgb4000000009652894,-2.540465,53.526099
#osgb4000000009526113,-2.542097,53.525957
#osgb4000000009526087,-2.542278,53.525802
#osgb4000000009526112,-2.542259,53.525969
#osgb4000000009526100,-2.539,53.525016
#osgb4000000009526092,-2.53911,53.525005
#osgb4000000009526103,-2.53762,53.524545
#osgb4000000009526106,-2.542082,53.526015
#osgb4000000009526107,-2.541477,53.526181
#osgb4000000009526108,-2.541289,53.526155
#osgb4000000009526099,-2.539216,53.525002
#osgb4000000009526101,-2.537503,53.524676
#osgb4000000009526089,-2.535874,53.523641
#osgb4000000009526104,-2.535802,53.523699
#osgb4000000009526105,-2.535963,53.523583
#osgb4000000009652895,-2.539554,53.526124
#osgb4000000009652896,-2.536552,53.524918
#osgb4000000009526110,-2.540487,53.526173
#osgb4000000009652897,-2.540293,53.526114
#osgb4000000009652898,-2.537306,53.526104
#osgb4000000009652899,-2.539397,53.526151
#osgb4000000009526090,-2.536418,53.52481
#osgb4000000009526116,-2.53725,53.526232
#osgb4000000009647273,-2.539587,53.526195
#osgb4000000009663626,-2.543436,53.520547
#osgb4000000009663625,-2.543629,53.520552
#osgb4000000009663624,-2.543442,53.520476
#osgb4000000009716037,-2.55225,53.52456
#osgb4000000009048103,-2.552301,53.524305
#osgb4000000009048107,-2.549032,53.524492
#osgb4000000009048210,-2.547314,53.524095
#osgb4000000009047877,-2.550802,53.523898
#osgb5000005181120497,-2.549759,53.523659
#osgb4000000009046428,-2.542791,53.523093
#osgb4000000009048259,-2.555645,53.527362
#osgb4000000009047883,-2.555599,53.527354
#osgb4000000009048115,-2.543741,53.528276
#osgb4000000009048116,-2.543616,53.528307
#osgb4000000009048246,-2.555375,53.527323
#osgb5000005223876141,-2.542597,53.531042
#osgb5000005241646848,-2.552484,53.513209
#osgb5000005241646823,-2.553339,53.513371
#osgb5000005156842939,-2.549973,53.513011
#osgb5000005241646844,-2.5507,53.513011
#osgb5000005246821529,-2.548989,53.531081
#osgb5000005246821528,-2.549043,53.531321
#osgb5000005252739646,-2.545851,53.513655
#osgb4000000009046443,-2.543873,53.520132
#osgb5000005253041737,-2.543137,53.530004
#osgb5000005253041734,-2.536944,53.523429
#osgb5000005253041732,-2.544127,53.531029
#osgb4000000009046279,-2.554436,53.513419
#osgb5000005250604995,-2.54896,53.530951
#osgb4000000009526220,-2.548946,53.530885
#osgb5000005250604992,-2.548886,53.530616
#osgb5000005252643097,-2.548445,53.513078
#osgb5000005241646851,-2.553292,53.513592
#osgb5000005241646847,-2.553248,53.513798
#osgb5000005247249142,-2.550694,53.514065
#osgb5000005247249145,-2.552245,53.514197
#osgb5000005247249144,-2.552363,53.513728
#osgb5000005247249146,-2.549822,53.514003
#osgb5000005250547299,-2.553103,53.514225
#osgb5000005251995957,-2.551477,53.514132
#osgb5000005254512832,-2.551589,53.514141
#osgb4000000009048105,-2.550784,53.524849
#osgb4000000009048113,-2.544723,53.52389
#osgb4000000009047514,-2.563747,53.528638
#osgb5000005252305800,-2.564422,53.528929
#osgb5000005266231267,-2.55785,53.524162
#osgb4000000009048250,-2.557267,53.531248
#osgb5000005176878910,-2.549773,53.513023
#osgb5000005253575799,-2.554491,53.530885
#osgb5000005266240143,-2.555153,53.51442
#osgb5000005266240142,-2.554244,53.514369
#osgb5000005265575613,-2.54825,53.531729
#osgb5000005265575612,-2.548415,53.531791
#osgb5000005265575611,-2.548136,53.531842
#osgb5000005273615087,-2.547158,53.531308
#osgb5000005273615090,-2.547012,53.531266
#osgb5000005273615088,-2.547584,53.530855
#osgb5000005273061598,-2.555293,53.514
#osgb5000005273615089,-2.547791,53.530766
#osgb4000000009046254,-2.546937,53.51659
#osgb5000005251995960,-2.549747,53.514411
#osgb5000005181120522,-2.561824,53.528332
#osgb5000005247249148,-2.550583,53.514544
#osgb5000005273061599,-2.555606,53.513507
#osgb5000005157325551,-2.544418,53.522009
#osgb5000005119359243,-2.546629,53.522141
#osgb5000005247249147,-2.549867,53.513441
#osgb5000005251995961,-2.551583,53.513738
#osgb4000000009046441,-2.546944,53.514241
#osgb4000000009526219,-2.549603,53.530874
#osgb4000000009046278,-2.556309,53.512529
#osgb5000005283384951,-2.549635,53.513
#osgb4000000009047700,-2.56099,53.532367
#osgb4000000009048261,-2.55949,53.533008
#osgb4000000009047836,-2.561256,53.525072
#osgb4000000009047844,-2.55897,53.525604
#osgb4000000009047881,-2.557689,53.52801
#osgb4000000009047891,-2.557725,53.528441
