,row number,USRN ID,Street Name,Authority Name,Administrative area,Town,NodeCount,Node Locations,Links
11004,519405,usrn21100197,COURTENAY AVENUE,Haringey,HARINGEY,LONDON,13,"[(54.593934, -5.282961), (54.593915, -5.283083), (54.593847, -5.283604), (54.593813, -5.283865), (54.593781, -5.284358), (54.593775, -5.284605), (54.593766, -5.284929), (54.593786, -5.28586), (54.593837, -5.287614), (54.593849, -5.288141), (54.593877, -5.288814), (54.593887, -5.289047), (54.593892, -5.289213)]",['osgb4000000030097919']
11005,519406,usrn21100199,COURTSIDE,Haringey,HARINGEY,LONDON,6,"[(54.616957, -5.283785), (54.617208, -5.283581), (54.617282, -5.283494), (54.617319, -5.283466), (54.617585, -5.283271), (54.617731, -5.28319)]",['osgb4000000030253022']
11006,519407,usrn21100213,CROMWELL AVENUE,Haringey,HARINGEY,LONDON,25,"[(54.610066, -5.296325), (54.610022, -5.29619), (54.610008, -5.296044), (54.610033, -5.295783), (54.610075, -5.29557), (54.610134, -5.295388), (54.610239, -5.295165), (54.610307, -5.294969), (54.610359, -5.294725), (54.610383, -5.294479), (54.610394, -5.294418), (54.61042, -5.294126), (54.610455, -5.29385), (54.610558, -5.293037), (54.610612, -5.292701), (54.610613, -5.29267), (54.610613, -5.292639), (54.61063, -5.292346), (54.610631, -5.29233), (54.610635, -5.292176), (54.610321, -5.290152), (54.610324, -5.290059), (54.610336, -5.289936), (54.610384, -5.289816), (54.610792, -5.289369)]","['osgb4000000030153535', 'osgb4000000030153536', 'osgb4000000030251349']"
11007,519408,usrn21100215,CROMWELL PLACE,Haringey,HARINGEY,LONDON,4,"[(54.610841, -5.295279), (54.610491, -5.294472), (54.61043, -5.294421), (54.610394, -5.294418)]",['osgb4000000030356010']
11008,519409,usrn21100224,DANVERS ROAD,Haringey,HARINGEY,LONDON,6,"[(54.617404, -5.266027), (54.617431, -5.265689), (54.617482, -5.265135), (54.617484, -5.265107), (54.617677, -5.262656), (54.61773, -5.261948)]","['osgb4000000030101969', 'osgb4000000030426637', 'osgb4000000030603176', 'osgb5000005215720152']"
11009,519410,usrn21100250,DUKES MEWS,Haringey,HARINGEY,LONDON,7,"[(54.611245, -5.258458), (54.61112, -5.258345), (54.610716, -5.257963), (54.610603, -5.25783), (54.610404, -5.257535), (54.610378, -5.257517), (54.61036, -5.257516)]","['osgb4000000030357654', 'osgb4000000030357655']"
11010,519411,usrn21100271,ELLINGTON ROAD,Haringey,HARINGEY,LONDON,20,"[(54.611002, -5.263702), (54.610962, -5.263838), (54.610874, -5.264125), (54.610825, -5.264276), (54.610764, -5.264535), (54.610715, -5.26467), (54.610613, -5.264801), (54.610556, -5.264905), (54.610422, -5.26522), (54.610364, -5.265339), (54.61028, -5.265456), (54.610197, -5.265543), (54.609967, -5.265731), (54.609802, -5.265867), (54.609599, -5.266052), (54.609331, -5.266325), (54.609228, -5.266456), (54.6092, -5.266516), (54.609142, -5.266666), (54.609111, -5.266803)]","['osgb4000000030154450', 'osgb4000000030253145']"
11011,519412,usrn21100278,ELMS AVENUE,Haringey,HARINGEY,LONDON,3,"[(54.611884, -5.256677), (54.610936, -5.254154), (54.610707, -5.253625)]",['osgb4000000030154467']
11012,519413,usrn21100293,FARRER MEWS,Haringey,HARINGEY,LONDON,14,"[(54.615929, -5.266699), (54.615859, -5.265966), (54.615861, -5.265888), (54.615872, -5.265812), (54.615883, -5.265751), (54.615902, -5.265737), (54.615928, -5.265739), (54.615937, -5.265739), (54.61607, -5.265827), (54.616256, -5.26592), (54.616477, -5.266062), (54.616495, -5.266063), (54.616525, -5.265957), (54.616627, -5.2655)]",['osgb4000000030253182']
11013,519414,usrn21100294,FARRER ROAD,Haringey,HARINGEY,LONDON,23,"[(54.615644, -5.26685), (54.615701, -5.266855), (54.615789, -5.266779), (54.615863, -5.266739), (54.615929, -5.266699), (54.616047, -5.266693), (54.616109, -5.266698), (54.616154, -5.266717), (54.616498, -5.266962), (54.617177, -5.26745), (54.617258, -5.267457), (54.617303, -5.26746), (54.617438, -5.26744), (54.617493, -5.267413), (54.617538, -5.267386), (54.617612, -5.26733), (54.617677, -5.267258), (54.617705, -5.267214), (54.617724, -5.267169), (54.617753, -5.267078), (54.617774, -5.267002), (54.617811, -5.266602), (54.617856, -5.266265)]","['osgb4000000030154479', 'osgb4000000030357684']"
11014,519415,usrn21100299,FIRS AVENUE,Haringey,HARINGEY,LONDON,9,"[(54.60711, -5.262643), (54.60704, -5.260906), (54.607025, -5.260483), (54.60702, -5.260331), (54.607021, -5.260285), (54.607042, -5.260163), (54.607073, -5.260041), (54.607092, -5.259981), (54.607231, -5.259618)]",['osgb4000000030154445']
11015,519416,usrn21100313,FORTIS GREEN AVENUE,Haringey,HARINGEY,LONDON,12,"[(54.603033, -5.262785), (54.603035, -5.262042), (54.603032, -5.261515), (54.603021, -5.260894), (54.603003, -5.260583), (54.602992, -5.259994), (54.602997, -5.259793), (54.603023, -5.259485), (54.603028, -5.259315), (54.603025, -5.259098), (54.603025, -5.259097), (54.602991, -5.258677)]","['osgb4000000030140225', 'osgb4000000030225520']"
11016,519417,usrn21100315,FORTISMERE AVENUE,Haringey,HARINGEY,LONDON,5,"[(54.605749, -5.262785), (54.605677, -5.260797), (54.605623, -5.25943), (54.60561, -5.25915), (54.605578, -5.25845)]","['osgb4000000030101957', 'osgb4000000030991069']"
11017,519418,usrn21100319,FRANCIS ROAD,Haringey,HARINGEY,LONDON,2,"[(54.60197, -5.261523), (54.601341, -5.261534)]",['osgb4000000030225516']
11018,519419,usrn21100338,GLASSLYN ROAD,Haringey,HARINGEY,LONDON,4,"[(54.61869, -5.274683), (54.617935, -5.275335), (54.61623, -5.276856), (54.616064, -5.277013)]",['osgb4000000030101954']
11019,519420,usrn21100354,GRANGE ROAD,Haringey,HARINGEY,LONDON,11,"[(54.602538, -5.281749), (54.602605, -5.281925), (54.602657, -5.282081), (54.602702, -5.282216), (54.602868, -5.28272), (54.602921, -5.282879), (54.603188, -5.283663), (54.603246, -5.283835), (54.603395, -5.284296), (54.603568, -5.284808), (54.603653, -5.28506)]",['osgb4000000030154380']
11020,519421,usrn21100363,GROSVENOR GARDENS,Haringey,HARINGEY,LONDON,3,"[(54.613061, -5.261483), (54.61315, -5.261395), (54.613508, -5.260547)]",['osgb4000000030357656']
11021,519422,usrn21100384,HAREFIELD ROAD,Haringey,HARINGEY,LONDON,7,"[(54.618321, -5.269896), (54.618305, -5.270101), (54.618179, -5.270629), (54.618139, -5.270796), (54.618076, -5.271101), (54.618028, -5.271237), (54.617857, -5.271579)]","['osgb4000000030253085', 'osgb4000000030357591']"
11022,519423,usrn21100425,HILLCREST,Haringey,HARINGEY,LONDON,8,"[(54.605015, -5.284717), (54.605143, -5.285165), (54.605183, -5.285338), (54.605164, -5.285383), (54.605102, -5.285673), (54.605083, -5.285718), (54.605055, -5.285762), (54.604944, -5.285861)]","['osgb4000000030357548', 'osgb4000000030357549']"
11023,519424,usrn21100454,HOLT CLOSE,Haringey,HARINGEY,LONDON,5,"[(54.604207, -5.266255), (54.604232, -5.26635), (54.604265, -5.266446), (54.604663, -5.267028), (54.604811, -5.26727)]",['osgb4000000030253008']
11024,519425,usrn21100461,HORNSEY LANE GARDENS,Haringey,HARINGEY,LONDON,3,"[(54.614361, -5.291733), (54.61417, -5.291267), (54.613922, -5.29066), (54.613845, -5.290514), (54.613793, -5.290448), (54.613793, -5.290448), (54.613815, -5.290295), (54.613835, -5.290219), (54.613855, -5.290143), (54.613883, -5.290099), (54.613952, -5.290005), (54.613793, -5.290448), (54.61375, -5.290383), (54.613662, -5.290298), (54.613648, -5.290286), (54.613539, -5.290195), (54.613477, -5.290159), (54.613389, -5.290106), (54.612906, -5.29002), (54.612843, -5.290015), (54.613952, -5.290005), (54.613907, -5.289999), (54.613725, -5.290109), (54.613952, -5.290005), (54.614117, -5.289777), (54.61437, -5.289438)]","['osgb4000000030251344', 'osgb4000000030356009', 'osgb4000000030356016', 'osgb4000000030356017', 'osgb4000000030425736', 'osgb4000000030991051', 'osgb4000000030991102', 'osgb4000000030991147']"
11025,519426,usrn21100471,HURST AVENUE,Haringey,HARINGEY,LONDON,18,"[(54.613488, -5.283431), (54.613534, -5.283344), (54.613868, -5.283049), (54.61566, -5.281628), (54.615797, -5.281546), (54.615861, -5.281536), (54.615932, -5.281542), (54.616022, -5.281549), (54.616102, -5.281587), (54.616217, -5.281658), (54.616287, -5.281725), (54.616366, -5.281778), (54.616437, -5.281815), (54.616545, -5.281839), (54.616644, -5.281832), (54.616698, -5.28182), (54.616826, -5.281753), (54.617257, -5.281432)]",['osgb4000000030101951']
11026,519427,usrn21100481,JACKSONS LANE,Haringey,HARINGEY,LONDON,22,"[(54.606174, -5.286153), (54.606234, -5.286058), (54.606302, -5.285847), (54.606321, -5.285802), (54.60635, -5.285742), (54.606378, -5.285698), (54.606488, -5.285566), (54.606522, -5.285525), (54.606649, -5.285348), (54.606813, -5.285102), (54.606855, -5.285039), (54.606947, -5.284954), (54.60702, -5.284898), (54.607047, -5.284873), (54.607334, -5.284637), (54.607388, -5.284602), (54.607737, -5.2843), (54.607747, -5.28429), (54.607848, -5.284206), (54.6083, -5.283808), (54.608372, -5.283741), (54.60853, -5.283595)]","['osgb4000000030154381', 'osgb4000000030252994', 'osgb4000000030356000', 'osgb4000000030603206', 'osgb4000000030603394']"
11027,519428,usrn21100512,LANGDON PARK ROAD,Haringey,HARINGEY,LONDON,5,"[(54.612219, -5.290476), (54.612395, -5.290289), (54.612652, -5.290077), (54.612752, -5.290039), (54.612834, -5.290014), (54.612843, -5.290015), (54.612219, -5.290476), (54.611704, -5.288591), (54.611548, -5.288036), (54.611483, -5.287783), (54.611441, -5.287671), (54.611242, -5.287392), (54.611433, -5.29128), (54.611502, -5.291208), (54.611693, -5.291012), (54.612062, -5.290633), (54.612219, -5.290476)]","['osgb4000000030153541', 'osgb4000000030251348', 'osgb4000000030356013', 'osgb4000000030356014', 'osgb4000000030462803', 'osgb4000000030476450', 'osgb4000000030991180']"
11028,519429,usrn21100517,LEASIDE AVENUE,Haringey,HARINGEY,LONDON,4,"[(54.605085, -5.263058), (54.604986, -5.260742), (54.604979, -5.260308), (54.604915, -5.258707)]",['osgb4000000030154441']
11029,519430,usrn21100553,LYNMOUTH ROAD,Haringey,HARINGEY,LONDON,8,"[(54.601968, -5.263613), (54.601964, -5.262746), (54.60197, -5.261523), (54.601975, -5.261027), (54.601987, -5.260579), (54.601989, -5.260502), (54.601992, -5.260038), (54.602002, -5.260007)]","['osgb4000000030225510', 'osgb4000000030225517', 'osgb4000000030331593']"
11030,519431,usrn21100592,MILTON AVENUE,Haringey,HARINGEY,LONDON,5,"[(54.61213, -5.287773), (54.6122, -5.287856), (54.612234, -5.287936), (54.612301, -5.288097), (54.612843, -5.290015)]","['osgb4000000030153539', 'osgb4000000030462807']"
11031,519432,usrn21100596,MILTON ROAD,Haringey,HARINGEY,LONDON,4,"[(54.612944, -5.287963), (54.613484, -5.289912), (54.61349, -5.290021), (54.613477, -5.290159)]",['osgb4000000030153540']
11032,519433,usrn21100600,MONTENOTTE ROAD,Haringey,HARINGEY,LONDON,8,"[(54.616333, -5.278042), (54.616243, -5.277709), (54.616221, -5.277623), (54.61621, -5.277583), (54.616162, -5.277393), (54.616097, -5.277124), (54.616064, -5.277013), (54.615886, -5.276237)]","['osgb4000000030253033', 'osgb4000000030357583', 'osgb4000000030991062']"
11033,519434,usrn21100614,MUSWELL HILL PLACE,Haringey,HARINGEY,LONDON,11,"[(54.611919, -5.260042), (54.611535, -5.261266), (54.611348, -5.261886), (54.611298, -5.262083), (54.611277, -5.26219), (54.611145, -5.262722), (54.611145, -5.262737), (54.611159, -5.262777), (54.611162, -5.262785), (54.611188, -5.262803), (54.611826, -5.262838)]",['osgb4000000030154453']
11034,519435,usrn21100640,NORTH HILL AVENUE,Haringey,HARINGEY,LONDON,3,"[(54.602381, -5.277926), (54.602724, -5.277567), (54.602882, -5.277402)]",['osgb4000000030225391']
11035,519436,usrn21100645,NORTHWOOD ROAD,Haringey,HARINGEY,LONDON,12,"[(54.61201, -5.285254), (54.611788, -5.286134), (54.611775, -5.286189), (54.611774, -5.286196), (54.611758, -5.286256), (54.611708, -5.286438), (54.611508, -5.286855), (54.611461, -5.286944), (54.611242, -5.287392), (54.611081, -5.287688), (54.6109, -5.288061), (54.610586, -5.288702)]","['osgb4000000030251342', 'osgb4000000030253001', 'osgb4000000030356018', 'osgb4000000030425737']"
11036,519437,usrn21100663,ORCHARD ROAD,Haringey,HARINGEY,LONDON,8,"[(54.610397, -5.286038), (54.610692, -5.285767), (54.610723, -5.285759), (54.610738, -5.285755), (54.610755, -5.285772), (54.611187, -5.286411), (54.611465, -5.28679), (54.611508, -5.286855)]",['osgb4000000030154395']
11037,519438,usrn21100673,PARK AVENUE NORTH,Haringey,HARINGEY,LONDON,8,"[(54.619326, -5.26646), (54.619309, -5.266072), (54.619301, -5.26604), (54.619292, -5.265433), (54.619266, -5.263667), (54.619233, -5.261882), (54.619227, -5.261773), (54.619217, -5.261168)]","['osgb4000000030154480', 'osgb4000000030154483', 'osgb4000000030357686', 'osgb4000000030426636']"
11038,519439,usrn21100684,PARKWOOD MEWS,Haringey,HARINGEY,LONDON,5,"[(54.607976, -5.279492), (54.607928, -5.279302), (54.607826, -5.279077), (54.60774, -5.278915), (54.607656, -5.278691)]",['osgb4000000030357547']
11039,519440,usrn21100705,PRINCES AVENUE,Haringey,HARINGEY,LONDON,15,"[(54.607231, -5.259618), (54.607316, -5.259348), (54.607457, -5.259127), (54.607513, -5.259054), (54.607577, -5.258997), (54.607724, -5.258885), (54.607833, -5.258847), (54.607977, -5.258844), (54.608022, -5.258847), (54.608165, -5.258889), (54.608315, -5.258979), (54.608508, -5.259149), (54.608649, -5.259284), (54.609056, -5.259844), (54.609308, -5.260189)]","['osgb4000000030154443', 'osgb4000000030357631', 'osgb4000000030426604']"
11040,519441,usrn21100722,QUEENS LANE,Haringey,HARINGEY,LONDON,7,"[(54.609667, -5.258204), (54.609697, -5.258083), (54.609699, -5.258021), (54.609611, -5.257611), (54.609556, -5.257297), (54.609479, -5.25681), (54.609465, -5.25667)]",['osgb4000000030253125']
11041,519442,usrn21100732,REDSTON ROAD,Haringey,HARINGEY,LONDON,23,"[(54.619227, -5.261773), (54.61865, -5.261835), (54.61847, -5.261852), (54.618263, -5.261866), (54.617793, -5.261937), (54.61773, -5.261948), (54.617603, -5.261984), (54.617439, -5.262079), (54.617393, -5.262122), (54.617319, -5.262194), (54.617217, -5.262309), (54.617161, -5.262382), (54.617048, -5.262559), (54.616943, -5.262799), (54.616904, -5.262889), (54.616846, -5.26307), (54.616755, -5.263434), (54.616683, -5.263754), (54.61666, -5.263954), (54.616554, -5.264875), (54.61654, -5.265075), (54.616529, -5.265136), (54.616495, -5.265412)]","['osgb4000000030101970', 'osgb4000000030253186', 'osgb4000000030253187', 'osgb4000000030357688']"
11042,519443,usrn21100773,SOUTH CLOSE,Haringey,HARINGEY,LONDON,11,"[(54.607101, -5.277965), (54.607208, -5.277974), (54.607226, -5.277991), (54.607261, -5.278009), (54.607296, -5.278043), (54.607348, -5.27814), (54.607374, -5.278157), (54.607428, -5.278177), (54.607509, -5.278153), (54.607757, -5.278002), (54.608177, -5.277748)]",['osgb4000000030154390']
11043,519444,usrn21100783,SOUTHERN ROAD,Haringey,HARINGEY,LONDON,11,"[(54.601968, -5.263613), (54.601331, -5.263578), (54.601259, -5.263572), (54.60054, -5.263561), (54.600369, -5.263563), (54.599956, -5.263545), (54.599786, -5.263516), (54.599534, -5.263511), (54.599381, -5.263499), (54.599273, -5.263506), (54.599136, -5.263498)]","['osgb4000000030225513', 'osgb4000000030225514', 'osgb4000000030225515', 'osgb4000000030412097', 'osgb4000000030603319']"
11044,519445,usrn21100785,SOUTHWOOD AVENUE,Haringey,HARINGEY,LONDON,12,"[(54.609406, -5.285121), (54.6094, -5.28513), (54.609345, -5.285202), (54.609229, -5.285355), (54.609145, -5.285467), (54.609098, -5.28553), (54.609015, -5.285616), (54.608868, -5.285744), (54.608666, -5.285883), (54.608476, -5.285945), (54.608033, -5.286033), (54.607055, -5.286264)]","['osgb4000000030154382', 'osgb4000000030253003']"
11045,519446,usrn21100814,STORMONT ROAD,Haringey,HARINGEY,LONDON,17,"[(54.597869, -5.289782), (54.597883, -5.289272), (54.597911, -5.288918), (54.597922, -5.288826), (54.597944, -5.288688), (54.597986, -5.288444), (54.598059, -5.288094), (54.598178, -5.28767), (54.598335, -5.287187), (54.598911, -5.28553), (54.599008, -5.285243), (54.599201, -5.284779), (54.59943, -5.284302), (54.599487, -5.284167), (54.599845, -5.283561), (54.599865, -5.283516), (54.599884, -5.283471)]",['osgb4000000030097920']
11046,519447,usrn21100817,SUMMERLAND GARDENS,Haringey,HARINGEY,LONDON,10,"[(54.610451, -5.25963), (54.610365, -5.259639), (54.610328, -5.259647), (54.610284, -5.259663), (54.610249, -5.259704), (54.610209, -5.259766), (54.610124, -5.259908), (54.610077, -5.259987), (54.610059, -5.260001), (54.609712, -5.259524)]","['osgb4000000030253147', 'osgb4000000031138705']"
11047,519448,usrn21100820,SUMMERSBY ROAD,Haringey,HARINGEY,LONDON,6,"[(54.607123, -5.277796), (54.607214, -5.277757), (54.608255, -5.27716), (54.608273, -5.277161), (54.608612, -5.277258), (54.608702, -5.277286)]",['osgb4000000030154387']
11048,519449,usrn21100822,SUSSEX GARDENS,Haringey,HARINGEY,LONDON,3,"[(54.600493, -5.272617), (54.600389, -5.272795), (54.600257, -5.273016), (54.600493, -5.272617), (54.600303, -5.272323), (54.600691, -5.272943), (54.600519, -5.272635), (54.600493, -5.272617)]","['osgb4000000030331472', 'osgb4000000030412033', 'osgb4000000030412034']"
11049,519450,usrn21100858,TILE KILN LANE,Haringey,HARINGEY,LONDON,5,"[(54.611947, -5.294497), (54.611772, -5.294018), (54.611547, -5.293349), (54.611472, -5.292986), (54.611402, -5.292671)]",['osgb4000000030153534']
11050,519451,usrn21100859,TIVOLI ROAD,Haringey,HARINGEY,LONDON,5,"[(54.619211, -5.275701), (54.618858, -5.275012), (54.61869, -5.274683), (54.618391, -5.274086), (54.618332, -5.273957)]","['osgb4000000030357584', 'osgb4000000030357586', 'osgb5000005212219164']"
11051,519452,usrn21100866,TOYNE WAY,Haringey,HARINGEY,LONDON,2,"[(54.601576, -5.276096), (54.601124, -5.276524), (54.601576, -5.276096), (54.601616, -5.276248), (54.601385, -5.275538), (54.601544, -5.275954), (54.601577, -5.276065), (54.601576, -5.276096), (54.601124, -5.276524), (54.60094, -5.276695), (54.600912, -5.276739), (54.600901, -5.276785), (54.600907, -5.276894), (54.6009, -5.276933), (54.60086, -5.276983), (54.600823, -5.277027), (54.601124, -5.276524), (54.600906, -5.275965)]","['osgb4000000030225414', 'osgb4000000030331456', 'osgb4000000030331458', 'osgb4000000031138687', 'osgb4000000031138773']"
11052,519453,usrn21100871,TUDOR CLOSE,Haringey,HARINGEY,LONDON,5,"[(54.612716, -5.291215), (54.612604, -5.290863), (54.612595, -5.290862), (54.612237, -5.2912), (54.612062, -5.290633)]","['osgb4000000030356006', 'osgb4000000030990843']"
11053,519454,usrn21100889,VIEW CLOSE,Haringey,HARINGEY,LONDON,5,"[(54.601382, -5.284334), (54.601384, -5.284332), (54.601472, -5.284265), (54.601472, -5.284265), (54.601628, -5.28416), (54.601204, -5.283515), (54.601281, -5.283677), (54.601331, -5.283804), (54.601382, -5.283948), (54.601472, -5.284265)]","['osgb4000000030225387', 'osgb4000000030412026', 'osgb4000000030455934']"
11054,519455,usrn21100890,VIEW CRESCENT,Haringey,HARINGEY,LONDON,7,"[(54.618539, -5.273365), (54.618424, -5.273546), (54.618414, -5.273576), (54.618427, -5.273748), (54.618427, -5.273779), (54.618367, -5.273891), (54.618332, -5.273957)]",['osgb4000000030357587']
11055,519456,usrn21100912,WELLFIELD AVENUE,Haringey,HARINGEY,LONDON,4,"[(54.611054, -5.257122), (54.610331, -5.255237), (54.610255, -5.255042), (54.610045, -5.254501)]",['osgb4000000030154466']
11056,519457,usrn21100914,WEMBURY ROAD,Haringey,HARINGEY,LONDON,4,"[(54.610942, -5.28949), (54.611143, -5.289257), (54.611406, -5.288954), (54.611704, -5.288591)]","['osgb4000000030251343', 'osgb4000000030991021']"
11057,519458,usrn21100943,WINCHESTER PLACE,Haringey,HARINGEY,LONDON,3,"[(54.609955, -5.293376), (54.610412, -5.292905), (54.610613, -5.292639)]",['osgb4000000030251338']
11058,519459,usrn21100944,WINCHESTER ROAD,Haringey,HARINGEY,LONDON,5,"[(54.610613, -5.292639), (54.610849, -5.292348), (54.610967, -5.292203), (54.611125, -5.291999), (54.611305, -5.29176)]",['osgb4000000030356012']
11059,519460,usrn21100952,WOLSELEY ROAD,Haringey,HARINGEY,LONDON,26,"[(54.616333, -5.278042), (54.61649, -5.277899), (54.616544, -5.277873), (54.61659, -5.277861), (54.616759, -5.277906), (54.616918, -5.278011), (54.616936, -5.278028), (54.616981, -5.278016), (54.617035, -5.278005), (54.617404, -5.277679), (54.617873, -5.277267), (54.618021, -5.277139), (54.618776, -5.276487), (54.618823, -5.276414), (54.618833, -5.276384), (54.618853, -5.276277), (54.618952, -5.275975), (54.618999, -5.27587), (54.619036, -5.275842), (54.619183, -5.27573), (54.619211, -5.275701), (54.61932, -5.275633), (54.619476, -5.275572), (54.61962, -5.275517), (54.619704, -5.275431), (54.619908, -5.275199)]","['osgb4000000030154405', 'osgb4000000030253076', 'osgb4000000030253077', 'osgb4000000030253078', 'osgb4000000030357559', 'osgb4000000030602750']"
