row number,USRN ID,Street Name,Authority Name,Administrative area,Town,Location
118307,usrn22007101,MARSHACRE MEWS,Lewisham,LEWISHAM,LONDON,"[(54.701404, -5.493132), (54.701533, -5.493729)]"
118308,usrn22007107,MEADOWS WAY,Lewisham,LEWISHAM,LONDON,"[(54.672317, -5.479762), (54.67243, -5.479953), (54.672492, -5.480039), (54.672524, -5.480087), (54.672556, -5.480169), (54.672558, -5.480174), (54.67256, -5.480178), (54.672561, -5.480182), (54.672563, -5.480187), (54.672564, -5.480191), (54.672566, -5.480196), (54.672567, -5.480201), (54.672568, -5.480206), (54.67257, -5.480216), (54.672571, -5.480221), (54.672572, -5.480226), (54.672572, -5.480231), (54.672573, -5.480236), (54.672573, -5.480242), (54.672573, -5.480247), (54.672573, -5.480252), (54.672573, -5.480258), (54.672573, -5.480263), (54.672572, -5.480271), (54.672553, -5.480415), (54.672471, -5.481061), (54.672333, -5.4821)]"
118309,usrn22007132,HAMLET CLOSE,Lewisham,LEWISHAM,LONDON,"[(54.683561, -5.508071), (54.683542, -5.508289), (54.683521, -5.508534)]"
118310,usrn22007149,MOONLIGHT DRIVE,Lewisham,LEWISHAM,LONDON,"[(54.657566, -5.508211), (54.6571, -5.507788)]"
118311,usrn22007152,ROBINSON WAY,Lewisham,LEWISHAM,LONDON,"[(54.665655, -5.454505), (54.665503, -5.454895), (54.665319, -5.455359)]"
118700,usrn22100069,ALAN ROAD,Merton,MERTON,LONDON,"[(54.561947, -5.539626), (54.563046, -5.538034), (54.563076, -5.537986), (54.563093, -5.537945), (54.563133, -5.537825)]"
118702,usrn22100126,ALMER ROAD,Merton,MERTON,LONDON,"[(54.543024, -5.550467), (54.543192, -5.551178), (54.543239, -5.551398), (54.543302, -5.551698), (54.543375, -5.551967), (54.543407, -5.552109), (54.543663, -5.553198), (54.543731, -5.55348)]"
118703,usrn22100144,ALT GROVE,Merton,MERTON,LONDON,"[(54.564025, -5.551567), (54.564421, -5.552143)]"
118704,usrn22100189,ARCHWAY CLOSE,Merton,MERTON,LONDON,"[(54.574033, -5.529409), (54.574044, -5.529407), (54.574928, -5.529329)]"
118706,usrn22100246,ASHBOURNE TERRACE,Merton,MERTON,LONDON,"[(54.568526, -5.552608), (54.568038, -5.552833)]"
118708,usrn22100266,ASHLEY AVENUE,Merton,MERTON,LONDON,"[(54.609777, -5.574226), (54.609666, -5.574113), (54.609296, -5.573702), (54.608866, -5.573237)]"
118709,usrn22100303,AVALON CLOSE,Merton,MERTON,LONDON,"[(54.562429, -5.572736), (54.562287, -5.572383), (54.562219, -5.572253), (54.562022, -5.571911), (54.561809, -5.571505)]"
118710,usrn22100450,BATHURST AVENUE,Merton,MERTON,LONDON,"[(54.573742, -5.562087), (54.573178, -5.5623)]"
118711,usrn22100531,BELTANE DRIVE,Merton,MERTON,LONDON,"[(54.558885, -5.520081), (54.558877, -5.520344), (54.558877, -5.520427), (54.558877, -5.520427), (54.558802, -5.520445), (54.558648, -5.520494), (54.558193, -5.520702), (54.557909, -5.520848), (54.558877, -5.520427), (54.558878, -5.520606)]"
118712,usrn22100540,BELVEDERE DRIVE,Merton,MERTON,LONDON,"[(54.561956, -5.543783), (54.561982, -5.543636), (54.561994, -5.54356), (54.562015, -5.543454), (54.562063, -5.543349), (54.562166, -5.543188), (54.562288, -5.543029), (54.562398, -5.542961), (54.562616, -5.542848), (54.562781, -5.542762), (54.562873, -5.542692), (54.562938, -5.542621), (54.563091, -5.542392), (54.563221, -5.542197), (54.563812, -5.541335), (54.56393, -5.541161), (54.564063, -5.541078)]"
118713,usrn22100570,BERNARD GARDENS,Merton,MERTON,LONDON,"[(54.56789, -5.541813), (54.567587, -5.540977), (54.567991, -5.540521), (54.568344, -5.540119), (54.568363, -5.540105), (54.568392, -5.54003), (54.568847, -5.538909)]"
118716,usrn22100660,BLENHEIM CLOSE,Merton,MERTON,LONDON,"[(54.550927, -5.580675), (54.550436, -5.58086), (54.550373, -5.580854), (54.550302, -5.580832), (54.550268, -5.580768), (54.550259, -5.580751), (54.550164, -5.580001)]"
118717,usrn22100663,BLENHEIM ROAD,Merton,MERTON,LONDON,"[(54.549424, -5.58102), (54.549153, -5.581041), (54.549127, -5.581039), (54.549109, -5.581006), (54.549101, -5.58099), (54.54906, -5.580553), (54.54908, -5.580493), (54.549089, -5.580479), (54.549171, -5.580439), (54.549389, -5.580366), (54.549809, -5.580168), (54.550164, -5.580001), (54.550527, -5.579824), (54.550758, -5.579712), (54.55082, -5.579718), (54.550876, -5.579733), (54.551267, -5.579842), (54.551321, -5.579855), (54.551436, -5.579886), (54.55165, -5.579945)]"
118719,usrn22100801,BRISCOE ROAD,Merton,MERTON,LONDON,"[(54.584666, -5.547759), (54.58505, -5.548242), (54.585055, -5.548248), (54.585126, -5.548326), (54.585283, -5.548494), (54.585836, -5.549121), (54.586058, -5.549351), (54.586093, -5.549385)]"
118722,usrn22100897,BUCKLEIGH AVENUE,Merton,MERTON,LONDON,"[(54.564326, -5.579448), (54.56433, -5.579547), (54.564332, -5.57968), (54.564328, -5.580299), (54.564327, -5.580331), (54.56432, -5.580871), (54.564326, -5.579448), (54.563875, -5.579292), (54.56392, -5.57918), (54.563949, -5.579121), (54.563969, -5.57906), (54.563989, -5.578985), (54.564011, -5.578819), (54.564026, -5.578752), (54.562166, -5.576488), (54.562298, -5.576577), (54.562553, -5.576785), (54.562764, -5.576928), (54.562867, -5.576997), (54.562915, -5.577029), (54.563002, -5.577088), (54.563055, -5.577139), (54.563074, -5.577172), (54.5632, -5.577384), (54.563326, -5.577607), (54.563465, -5.577856), (54.563486, -5.577889), (54.563691, -5.578216), (54.563808, -5.578402), (54.56397, -5.578661), (54.564026, -5.578752), (54.564026, -5.578752), (54.564117, -5.578903), (54.564227, -5.579101), (54.56428, -5.579196), (54.564313, -5.579292), (54.564324, -5.579359), (54.564326, -5.579448)]"
118723,usrn22100948,BURSTOW ROAD,Merton,MERTON,LONDON,"[(54.558894, -5.566749), (54.55892, -5.566719), (54.558989, -5.566508), (54.559168, -5.565936), (54.5592, -5.565784), (54.55921, -5.565739), (54.559222, -5.565631), (54.559235, -5.565493), (54.55927, -5.564908), (54.559275, -5.564769), (54.559317, -5.564541), (54.559398, -5.564254), (54.559514, -5.563986), (54.5596, -5.563808), (54.559845, -5.563427), (54.560023, -5.563164), (54.560071, -5.563075), (54.560099, -5.563031), (54.560147, -5.562927), (54.560196, -5.562807), (54.560234, -5.562718), (54.560255, -5.562627), (54.560289, -5.562382), (54.560337, -5.56169), (54.560322, -5.561616), (54.56031, -5.56157), (54.5603, -5.561525), (54.560272, -5.561437)]"
118724,usrn22100960,BUSHEY COURT,Merton,MERTON,LONDON,"[(54.548722, -5.574352), (54.54874, -5.574338), (54.548759, -5.574308), (54.548894, -5.573995), (54.549191, -5.573387), (54.54924, -5.573268), (54.549268, -5.573224), (54.549333, -5.573137), (54.549389, -5.57308), (54.54984, -5.573042), (54.549849, -5.573043), (54.549865, -5.57309), (54.549907, -5.573202), (54.549957, -5.573346)]"
118725,usrn22100969,BYARDS CROFT,Merton,MERTON,LONDON,"[(54.608784, -5.57017), (54.608882, -5.569809), (54.609083, -5.569064), (54.609095, -5.568957), (54.609097, -5.568895), (54.609073, -5.5688), (54.60903, -5.56875), (54.608838, -5.568547), (54.60882, -5.56853), (54.608821, -5.568515), (54.608822, -5.568484), (54.608981, -5.56794)]"
118729,usrn22101215,CAROLINE ROAD,Merton,MERTON,LONDON,"[(54.564938, -5.556908), (54.564449, -5.55567)]"
118733,usrn22101485,CLEMENT ROAD,Merton,MERTON,LONDON,"[(54.561653, -5.541689), (54.561602, -5.541576), (54.561127, -5.540622)]"
118735,usrn22101602,COOMBE GARDENS,Merton,MERTON,LONDON,"[(54.543403, -5.563366), (54.542593, -5.565077), (54.542002, -5.566318)]"
118736,usrn22101617,COPPICE CLOSE,Merton,MERTON,LONDON,"[(54.551624, -5.578086), (54.551489, -5.578094), (54.550876, -5.578129)]"
118738,usrn22102004,DEEPDALE,Merton,MERTON,LONDON,"[(54.55897, -5.533194), (54.558974, -5.53307), (54.558984, -5.533009), (54.558995, -5.532948), (54.559014, -5.532919), (54.559117, -5.532789), (54.559172, -5.532732), (54.559199, -5.532734), (54.559226, -5.532736), (54.559262, -5.532755), (54.559279, -5.532787), (54.559295, -5.532851), (54.559328, -5.532946), (54.559359, -5.533104), (54.559356, -5.533212), (54.559355, -5.533243), (54.559345, -5.533288), (54.559317, -5.533317), (54.559252, -5.533373), (54.559117, -5.533377), (54.559082, -5.533374), (54.559047, -5.53334), (54.559029, -5.533323), (54.558987, -5.533242), (54.55897, -5.533194), (54.558277, -5.534449), (54.558337, -5.534238), (54.558443, -5.533999), (54.558459, -5.53397), (54.558633, -5.533644), (54.558699, -5.533526), (54.55884, -5.533337), (54.55897, -5.533194)]"
118739,usrn22102019,DELAMERE ROAD,Merton,MERTON,LONDON,"[(54.55604, -5.562538), (54.556388, -5.563545), (54.556433, -5.563561), (54.556464, -5.563571), (54.556429, -5.563656), (54.556579, -5.564091), (54.556653, -5.564308)]"
118740,usrn22102049,DENNIS PARK CRESCENT,Merton,MERTON,LONDON,"[(54.56025, -5.564917), (54.560133, -5.564922), (54.56007, -5.564947), (54.559996, -5.565018), (54.559948, -5.565107), (54.5599, -5.565226), (54.559888, -5.565303), (54.559886, -5.56538), (54.559887, -5.565643), (54.56025, -5.564917), (54.560245, -5.565102), (54.560213, -5.565254), (54.560194, -5.565314), (54.560145, -5.565449), (54.560126, -5.565478), (54.560098, -5.565522), (54.560051, -5.565565), (54.559997, -5.565591), (54.559887, -5.565643), (54.559887, -5.565643), (54.559495, -5.565841), (54.559432, -5.565851), (54.5592, -5.565784), (54.560071, -5.563075), (54.560251, -5.563385), (54.560284, -5.563465), (54.560308, -5.563591), (54.560303, -5.56373), (54.56025, -5.564917)]"
118742,usrn22102294,EAST GARDENS,Merton,MERTON,LONDON,"[(54.587012, -5.549326), (54.587054, -5.549144), (54.587084, -5.549038), (54.587211, -5.548784), (54.587216, -5.548773), (54.587361, -5.548458), (54.587433, -5.548292)]"
118750,usrn22102856,GLENDALE DRIVE,Merton,MERTON,LONDON,"[(54.567113, -5.54255), (54.566978, -5.54226), (54.566882, -5.542158), (54.566857, -5.542094), (54.566797, -5.541965), (54.56678, -5.541933), (54.566781, -5.541902), (54.566783, -5.541856), (54.566793, -5.541795), (54.566832, -5.541705), (54.567083, -5.541418), (54.567167, -5.541332), (54.567369, -5.541179), (54.567587, -5.540977)]"
118751,usrn22102874,GOODENOUGH ROAD,Merton,MERTON,LONDON,"[(54.563972, -5.555985), (54.564485, -5.557301)]"
118754,usrn22103082,HAMILTON ROAD MEWS,Merton,MERTON,LONDON,"[(54.574921, -5.558676), (54.575101, -5.558676), (54.575242, -5.558766), (54.575269, -5.558784), (54.575575, -5.558764), (54.575755, -5.558749)]"
118756,usrn22103114,HARLAND CLOSE,Merton,MERTON,LONDON,"[(54.573654, -5.577711), (54.573602, -5.577881), (54.57352, -5.577815), (54.573602, -5.577881), (54.573602, -5.577881), (54.573469, -5.578315), (54.57343, -5.578435)]"
118757,usrn22103147,HASSOCKS ROAD,Merton,MERTON,LONDON,"[(54.610868, -5.569236), (54.610842, -5.569203), (54.609218, -5.568147), (54.608981, -5.56794), (54.608017, -5.567097), (54.607737, -5.566855)]"
118759,usrn22103213,HAYGARTH PLACE,Merton,MERTON,LONDON,"[(54.558613, -5.541704), (54.558578, -5.541852), (54.558498, -5.542545), (54.558446, -5.542736), (54.558345, -5.542621)]"
118760,usrn22103246,HEATH MEAD,Merton,MERTON,LONDON,"[(54.556567, -5.521568), (54.55668, -5.521082), (54.556708, -5.521023), (54.556736, -5.520994), (54.557007, -5.520956), (54.556567, -5.521568), (54.556585, -5.521569), (54.556602, -5.521586), (54.556618, -5.521649), (54.556616, -5.521711), (54.556607, -5.521741), (54.556579, -5.52177), (54.556569, -5.521784), (54.556524, -5.521781), (54.556516, -5.521764), (54.556507, -5.521748), (54.556482, -5.521684), (54.556493, -5.521623), (54.556503, -5.521593), (54.556522, -5.521564), (54.55654, -5.521565), (54.556558, -5.521567), (54.556567, -5.521568)]"
118767,usrn22103735,LANCASTER GARDENS,Merton,MERTON,LONDON,"[(54.559931, -5.53846), (54.560037, -5.538222), (54.560504, -5.537303), (54.561072, -5.536347), (54.561072, -5.536347), (54.561143, -5.536466), (54.560794, -5.535704), (54.560799, -5.535828), (54.560824, -5.535907), (54.561072, -5.536347)]"
118768,usrn22103741,LANCASTER ROAD,Merton,MERTON,LONDON,"[(54.560473, -5.539281), (54.560052, -5.538641), (54.559931, -5.53846), (54.559634, -5.539085), (54.559366, -5.539634), (54.559302, -5.539768), (54.559117, -5.540154), (54.558483, -5.541639), (54.558733, -5.540987), (54.558868, -5.540674), (54.559117, -5.540154), (54.558858, -5.539776), (54.559117, -5.540154)]"
118769,usrn22103768,LANGHAM ROAD,Merton,MERTON,LONDON,"[(54.552036, -5.562018), (54.552233, -5.562035), (54.552542, -5.562248), (54.55276, -5.562452), (54.552829, -5.562567), (54.552947, -5.56284), (54.553073, -5.56313), (54.553115, -5.563241), (54.553523, -5.564345), (54.553625, -5.564619), (54.553731, -5.564904), (54.553784, -5.565049), (54.553939, -5.565479), (54.554022, -5.565703), (54.554094, -5.566013), (54.55411, -5.566082), (54.554182, -5.56641), (54.554221, -5.566587), (54.554282, -5.566948)]"
118770,usrn22103774,LANGLEY ROAD,Merton,MERTON,LONDON,"[(54.568355, -5.563613), (54.568965, -5.563047), (54.567314, -5.565085), (54.567209, -5.564348), (54.567228, -5.564335), (54.567639, -5.564123), (54.568051, -5.563865), (54.568069, -5.563851), (54.568151, -5.563812), (54.568355, -5.563613), (54.5681, -5.562986), (54.568355, -5.563613)]"
118771,usrn22103786,LANSDOWNE CLOSE,Merton,MERTON,LONDON,"[(54.554586, -5.556949), (54.554603, -5.556982), (54.554647, -5.557032), (54.554682, -5.557066), (54.554717, -5.557069), (54.554744, -5.557071), (54.554808, -5.557046), (54.554945, -5.556952), (54.554972, -5.557073)]"
118772,usrn22103807,LAURISTON ROAD,Merton,MERTON,LONDON,"[(54.557319, -5.549328), (54.557033, -5.54865), (54.556689, -5.547834), (54.556674, -5.547801), (54.556444, -5.547287), (54.5563, -5.546965), (54.555877, -5.546077), (54.555648, -5.545608), (54.555347, -5.545149)]"
118773,usrn22104179,MANOR ROAD,Merton,MERTON,LONDON,"[(54.563106, -5.570536), (54.563142, -5.570499), (54.563245, -5.570393), (54.563272, -5.57038), (54.563381, -5.570343), (54.563526, -5.570325), (54.563689, -5.570277), (54.563726, -5.570265), (54.56379, -5.570224), (54.563919, -5.570096), (54.564011, -5.570007)]"
118778,usrn22104590,MURRAY ROAD,Merton,MERTON,LONDON,"[(54.556294, -5.544133), (54.557122, -5.545612), (54.55747, -5.546232), (54.557806, -5.546832), (54.558148, -5.547435), (54.558234, -5.547581), (54.558268, -5.547631), (54.558424, -5.547845), (54.558648, -5.548163), (54.558657, -5.548175), (54.558804, -5.548351), (54.558909, -5.548476), (54.559098, -5.548786), (54.559294, -5.549143), (54.559431, -5.549372), (54.559586, -5.549618), (54.559716, -5.549784), (54.559916, -5.550018), (54.560021, -5.550104)]"
118782,usrn22104869,OLIVE ROAD,Merton,MERTON,LONDON,"[(54.579419, -5.556483), (54.579744, -5.556438), (54.579898, -5.556416)]"
118784,usrn22104887,ORINOCO LANE,Merton,MERTON,LONDON,"[(54.566229, -5.547654), (54.56648, -5.548126)]"
118786,usrn22104911,OXTOBY WAY,Merton,MERTON,LONDON,"[(54.609723, -5.57146), (54.609514, -5.57093), (54.60949, -5.570835), (54.609468, -5.570663), (54.609471, -5.570555), (54.609492, -5.570433), (54.609514, -5.570336), (54.609542, -5.570263), (54.60959, -5.570178), (54.609956, -5.569708)]"
118787,usrn22104971,PARKFIELDS AVENUE,Merton,MERTON,LONDON,"[(54.547075, -5.566179), (54.5467, -5.565775), (54.546534, -5.565598)]"
118790,usrn22105137,POPE CLOSE,Merton,MERTON,LONDON,"[(54.583761, -5.547046), (54.583775, -5.547111), (54.58386, -5.547511), (54.58386, -5.547511), (54.583864, -5.547508), (54.583933, -5.547459), (54.583787, -5.547542), (54.58386, -5.547511)]"
118791,usrn22105163,PRESTON ROAD,Merton,MERTON,LONDON,"[(54.540924, -5.553053), (54.540921, -5.554073), (54.540899, -5.55452), (54.540822, -5.555611)]"
118794,usrn22105351,RECTORY CLOSE,Merton,MERTON,LONDON,"[(54.551591, -5.574943), (54.551582, -5.574942), (54.551475, -5.574933), (54.55135, -5.574891), (54.551296, -5.574886), (54.551269, -5.574884), (54.551162, -5.574921), (54.55116, -5.574947), (54.551163, -5.575115)]"
118796,usrn22105361,REVELSTOKE ROAD,Merton,MERTON,LONDON,"[(54.572863, -5.516566), (54.572758, -5.516667), (54.572194, -5.516903), (54.571978, -5.517001), (54.571395, -5.51726), (54.57082, -5.517536), (54.570228, -5.517794), (54.569922, -5.517938), (54.569645, -5.518069), (54.56907, -5.518329), (54.568979, -5.518383), (54.568952, -5.518396), (54.568487, -5.518603), (54.56845, -5.51862), (54.568168, -5.518751), (54.568152, -5.518758)]"
118798,usrn22105555,RUSHMERE PLACE,Merton,MERTON,LONDON,"[(54.557862, -5.539395), (54.558286, -5.539823)]"
118800,usrn22105611,RYDON MEWS,Merton,MERTON,LONDON,"[(54.552654, -5.553488), (54.552659, -5.553344), (54.552662, -5.553251), (54.552599, -5.552869), (54.552586, -5.552682), (54.552619, -5.552627), (54.552692, -5.552597)]"
118801,usrn22105660,ST ANDREWS CLOSE,Merton,MERTON,LONDON,"[(54.574273, -5.544928), (54.573786, -5.545106), (54.573547, -5.545194)]"
118803,usrn22105736,SALISBURY ROAD,Merton,MERTON,LONDON,"[(54.561567, -5.553798), (54.561986, -5.554415), (54.561999, -5.554434), (54.56236, -5.554965)]"
118806,usrn22105855,SIR CYRIL BLACK WAY,Merton,MERTON,LONDON,"[(54.568553, -5.553266), (54.56847, -5.553354), (54.568306, -5.553465), (54.568226, -5.553532), (54.568032, -5.553718), (54.567957, -5.553787), (54.567865, -5.55385), (54.567788, -5.55386)]"
118811,usrn22106027,STRACHAN PLACE,Merton,MERTON,LONDON,"[(54.552784, -5.548847), (54.552833, -5.548984), (54.552909, -5.549145), (54.553002, -5.549355), (54.552457, -5.54892), (54.552629, -5.548889), (54.552784, -5.548847), (54.552751, -5.548419), (54.552744, -5.548459), (54.552753, -5.548585), (54.552767, -5.548738), (54.552784, -5.548847)]"
118815,usrn22106261,THORBURN WAY,Merton,MERTON,LONDON,"[(54.581086, -5.567961), (54.58127, -5.567837), (54.58141, -5.567648), (54.581457, -5.567591), (54.581494, -5.567563), (54.581612, -5.567496)]"
118818,usrn22106375,TYBENHAM ROAD,Merton,MERTON,LONDON,"[(54.569913, -5.576022), (54.569589, -5.576267), (54.569508, -5.576327), (54.569472, -5.576355), (54.569381, -5.576378), (54.569246, -5.576366), (54.568987, -5.576312), (54.568871, -5.576271), (54.568801, -5.576234), (54.568589, -5.576107), (54.568446, -5.576008), (54.568333, -5.57593), (54.568121, -5.575803), (54.568006, -5.575731), (54.567926, -5.575693), (54.567579, -5.57557), (54.567472, -5.575561), (54.567301, -5.575561), (54.567085, -5.575573), (54.566912, -5.57562)]"
118821,usrn22106831,WOODLANDS,Merton,MERTON,LONDON,"[(54.553327, -5.587054), (54.553209, -5.586796), (54.553201, -5.586765), (54.553203, -5.586718), (54.553213, -5.586673), (54.553241, -5.586644), (54.553268, -5.586631), (54.553286, -5.586617), (54.553312, -5.586651), (54.553398, -5.586813), (54.553414, -5.586876), (54.553394, -5.586936), (54.553327, -5.587054), (54.553811, -5.58804), (54.553463, -5.587329), (54.553327, -5.587054)]"
118822,usrn22108007,WOODLANDS,Merton,MERTON,LONDON,"[(54.586475, -5.554772), (54.586574, -5.554804), (54.586475, -5.554772), (54.586463, -5.554907), (54.586574, -5.55415), (54.586557, -5.554411), (54.586536, -5.554503), (54.586487, -5.554634), (54.586475, -5.554772)]"
118824,usrn22108014,CHASE COURT AT BAKERS END,Merton,MERTON,LONDON,"[(54.561908, -5.570403), (54.562079, -5.57091), (54.562078, -5.570941), (54.562072, -5.571126), (54.562089, -5.571174), (54.562149, -5.571288), (54.562175, -5.571305), (54.562487, -5.5711)]"
118838,usrn22200027,BOND STREET,Newham,NEWHAM,LONDON,"[(54.700604, -5.331293), (54.700595, -5.331487), (54.700585, -5.331679), (54.700599, -5.332162), (54.700624, -5.333147)]"
118839,usrn22200036,CAROLINA CLOSE,Newham,NEWHAM,LONDON,"[(54.701093, -5.337388), (54.701118, -5.337452), (54.701161, -5.337533), (54.701093, -5.337388), (54.701026, -5.337419), (54.701071, -5.336579), (54.701108, -5.336846), (54.701114, -5.336955), (54.701095, -5.337268), (54.701093, -5.337388)]"
118840,usrn22200041,CHERRY TREE ROAD,Newham,NEWHAM,LONDON,"[(54.701534, -5.331337), (54.701278, -5.331332), (54.701234, -5.331313), (54.701216, -5.331296), (54.701208, -5.331265), (54.7012, -5.331217), (54.701199, -5.330938), (54.701184, -5.330502)]"
118841,usrn22200061,GAWSWORTH CLOSE,Newham,NEWHAM,LONDON,"[(54.704444, -5.334558), (54.704572, -5.334491), (54.704663, -5.334452), (54.704728, -5.334364), (54.704893, -5.334253), (54.704894, -5.334222), (54.704866, -5.334048)]"
118842,usrn22200064,GOUGH ROAD,Newham,NEWHAM,LONDON,"[(54.705468, -5.329689), (54.705241, -5.328459)]"
118843,usrn22200068,HATFIELD ROAD,Newham,NEWHAM,LONDON,"[(54.704819, -5.333362), (54.7046, -5.333484), (54.704527, -5.333493), (54.704456, -5.333487), (54.704357, -5.333464), (54.704304, -5.333444), (54.704286, -5.333427), (54.704273, -5.333255), (54.704274, -5.33324), (54.704136, -5.332359), (54.70406, -5.33184)]"
118844,usrn22200089,NEWTON ROAD,Newham,NEWHAM,LONDON,"[(54.699641, -5.331695), (54.699648, -5.331758), (54.69967, -5.332272), (54.699688, -5.332711), (54.699706, -5.333253)]"
118845,usrn22200129,BRANCASTER ROAD,Newham,NEWHAM,LONDON,"[(54.736325, -5.332082), (54.736108, -5.332111), (54.736063, -5.332122), (54.735774, -5.332161), (54.735638, -5.332196), (54.73552, -5.332233), (54.734777, -5.332452)]"
118846,usrn22200135,CARLTON ROAD,Newham,NEWHAM,LONDON,"[(54.725659, -5.330848), (54.725814, -5.332073), (54.725871, -5.33259), (54.725997, -5.333579), (54.726046, -5.334096)]"
118847,usrn22200136,CARLYLE ROAD,Newham,NEWHAM,LONDON,"[(54.727323, -5.330472), (54.728872, -5.329419), (54.729798, -5.3288), (54.730301, -5.328464), (54.730598, -5.329762), (54.730391, -5.328858), (54.730301, -5.328464), (54.730301, -5.328464), (54.730177, -5.327868)]"
118848,usrn22200139,CHESTERFORD ROAD,Newham,NEWHAM,LONDON,"[(54.734537, -5.339875), (54.734704, -5.340013), (54.735869, -5.340808), (54.736603, -5.341242), (54.737027, -5.34151), (54.734537, -5.339875), (54.7345, -5.339888), (54.734432, -5.339841), (54.734239, -5.339709), (54.734236, -5.339695), (54.734454, -5.339604), (54.734477, -5.339746), (54.734499, -5.339794), (54.734537, -5.339875)]"
118849,usrn22200145,CLARENCE ROAD,Newham,NEWHAM,LONDON,"[(54.72189, -5.331885), (54.721899, -5.33205), (54.725997, -5.333579), (54.72576, -5.333684), (54.725505, -5.333803), (54.725406, -5.333826), (54.72529, -5.333801), (54.725183, -5.333761), (54.725076, -5.333721), (54.724908, -5.333614), (54.724829, -5.333558), (54.724758, -5.333509), (54.724494, -5.333316), (54.724079, -5.333049), (54.723873, -5.332911), (54.723681, -5.332783), (54.723504, -5.332677), (54.723442, -5.332639), (54.723398, -5.332636), (54.723344, -5.332631), (54.723198, -5.332681), (54.723063, -5.332701), (54.722974, -5.332663), (54.722612, -5.332431), (54.722515, -5.332361), (54.722471, -5.332311), (54.722468, -5.3323), (54.722447, -5.332231), (54.722411, -5.331902), (54.722394, -5.331839), (54.722381, -5.331822), (54.722368, -5.331806), (54.72189, -5.331885), (54.721745, -5.33191), (54.72189, -5.331885)]"
118850,usrn22200148,COLCHESTER AVENUE,Newham,NEWHAM,LONDON,"[(54.734452, -5.326287), (54.734281, -5.325685), (54.734263, -5.325621), (54.734231, -5.325508), (54.734108, -5.325063), (54.734109, -5.325032), (54.735338, -5.324138)]"
118851,usrn22200177,FOURTH AVENUE,Newham,NEWHAM,LONDON,"[(54.731615, -5.328758), (54.731694, -5.329138), (54.731754, -5.329435), (54.731755, -5.32944), (54.732287, -5.332092), (54.732492, -5.333134), (54.732532, -5.333324), (54.732635, -5.33383), (54.73292, -5.335251), (54.733117, -5.336247), (54.733212, -5.336724)]"
118852,usrn22200251,SIXTH AVENUE,Newham,NEWHAM,LONDON,"[(54.732733, -5.327669), (54.733262, -5.330323), (54.733475, -5.331397), (54.733799, -5.333024), (54.733807, -5.333056), (54.733847, -5.333246), (54.733871, -5.333341), (54.734202, -5.335046), (54.734329, -5.335663), (54.734471, -5.336389)]"
118853,usrn22200257,STANLEY ROAD,Newham,NEWHAM,LONDON,"[(54.728416, -5.340101), (54.729595, -5.339748), (54.730011, -5.339642)]"
118854,usrn22200309,AINTREE AVENUE,Newham,NEWHAM,LONDON,"[(54.728044, -5.364571), (54.727949, -5.363957), (54.72793, -5.363832), (54.727686, -5.362258), (54.727503, -5.361078)]"
118855,usrn22200313,ALEXANDRA ROAD,Newham,NEWHAM,LONDON,"[(54.735211, -5.374256), (54.735245, -5.374663), (54.735269, -5.374758), (54.73625, -5.376969), (54.736978, -5.378615)]"
118856,usrn22200337,ASHBURTON TERRACE,Newham,NEWHAM,LONDON,"[(54.70953, -5.3649), (54.709636, -5.364971), (54.709741, -5.365073), (54.709993, -5.365405)]"
118857,usrn22200361,BEAUFORT,Newham,NEWHAM,LONDON,"[(54.737739, -5.395461), (54.737786, -5.39475), (54.737825, -5.394179), (54.737861, -5.393669)]"
118858,usrn22200372,BENNETT ROAD,Newham,NEWHAM,LONDON,"[(54.717453, -5.386153), (54.718536, -5.385903), (54.718539, -5.385902)]"
118859,usrn22200425,BURLEY ROAD,Newham,NEWHAM,LONDON,"[(54.717077, -5.394101), (54.717147, -5.3941), (54.717421, -5.394025), (54.718147, -5.393791)]"
118860,usrn22200426,BURNELS AVENUE,Newham,NEWHAM,LONDON,"[(54.735507, -5.380108), (54.735456, -5.379995), (54.734906, -5.378737)]"
118861,usrn22200433,BYRON AVENUE,Newham,NEWHAM,LONDON,"[(54.734882, -5.344612), (54.732067, -5.345623), (54.731232, -5.345911), (54.72949, -5.34654), (54.72949, -5.34654), (54.72927, -5.346619), (54.729133, -5.346686), (54.72737, -5.347364)]"
118862,usrn22200436,CALVERTON ROAD,Newham,NEWHAM,LONDON,"[(54.736635, -5.357654), (54.737074, -5.360954)]"
118863,usrn22200445,CARTER ROAD,Newham,NEWHAM,LONDON,"[(54.714601, -5.362323), (54.714387, -5.361156), (54.714343, -5.36092)]"
118864,usrn22200448,CAULFIELD ROAD,Newham,NEWHAM,LONDON,"[(54.730272, -5.356902), (54.730938, -5.356546), (54.731366, -5.356348), (54.731575, -5.356241), (54.731658, -5.356201), (54.733637, -5.355495), (54.73548, -5.354855), (54.735489, -5.354856), (54.735798, -5.354741), (54.737506, -5.354121)]"
118865,usrn22200463,CHELMSFORD CLOSE,Newham,NEWHAM,LONDON,"[(54.730104, -5.399639), (54.730064, -5.399465), (54.730025, -5.399238)]"
