row number,USRN ID,Street Name,Authority Name,Administrative area,Town,Location
15890,usrn20400375,DUNOLLIE ROAD,Camden,CAMDEN,LONDON,"[(54.612341, -5.324815), (54.613019, -5.324995), (54.613545, -5.325146)]"
15891,usrn20400382,LEIGHTON GROVE,Camden,CAMDEN,LONDON,"[(54.613677, -5.328193), (54.613699, -5.328071), (54.613719, -5.32798), (54.614279, -5.32691), (54.614641, -5.326196), (54.614743, -5.325995), (54.614897, -5.32569), (54.615058, -5.325409), (54.615275, -5.325039)]"
15892,usrn20400387,CHARLTON KING'S ROAD,Camden,CAMDEN,LONDON,"[(54.615221, -5.326662), (54.615225, -5.326666), (54.615384, -5.326888), (54.615394, -5.326901), (54.615845, -5.327534), (54.615869, -5.32757), (54.615914, -5.327632), (54.615915, -5.327635), (54.615939, -5.327712), (54.615962, -5.327853), (54.615978, -5.328227), (54.615982, -5.328428)]"
15893,usrn20400404,MEDLEY ROAD,Camden,CAMDEN,LONDON,"[(54.576709, -5.333226), (54.5767, -5.333194), (54.576696, -5.333177), (54.576463, -5.332354)]"
15894,usrn20400425,BELSIZE PARK MEWS,Camden,CAMDEN,LONDON,"[(54.590814, -5.330724), (54.590287, -5.330055)]"
15895,usrn20400434,ADAMSON ROAD,Camden,CAMDEN,LONDON,"[(54.58974, -5.338752), (54.589815, -5.338578), (54.590011, -5.338292), (54.590816, -5.33715), (54.590909, -5.337034), (54.591021, -5.336888), (54.591154, -5.336651), (54.591258, -5.336443)]"
15896,usrn20400449,ANTRIM ROAD,Camden,CAMDEN,LONDON,"[(54.596728, -5.332431), (54.59741, -5.333788), (54.59759, -5.334112), (54.597787, -5.334453)]"
15897,usrn20400457,STEELE'S ROAD,Camden,CAMDEN,LONDON,"[(54.597902, -5.337792), (54.597949, -5.337703), (54.597997, -5.337614), (54.598784, -5.33613), (54.599268, -5.335225), (54.599514, -5.334765)]"
15898,usrn20400502,ALMA STREET,Camden,CAMDEN,LONDON,"[(54.609138, -5.334019), (54.60842, -5.332024)]"
15899,usrn20400528,HAMPSHIRE STREET,Camden,CAMDEN,LONDON,"[(54.616212, -5.33246), (54.616631, -5.331817), (54.616696, -5.331721)]"
15900,usrn20400533,SOUTH VILLAS,Camden,CAMDEN,LONDON,"[(54.617958, -5.335345), (54.617954, -5.335351), (54.617749, -5.33574), (54.617746, -5.335745), (54.61701, -5.337142), (54.616782, -5.337557)]"
15901,usrn20400583,HARLEY ROAD,Camden,CAMDEN,LONDON,"[(54.592429, -5.345179), (54.592293, -5.344889), (54.592284, -5.344873), (54.592263, -5.344825), (54.591912, -5.344022), (54.591735, -5.343605), (54.591564, -5.343189), (54.591528, -5.343107), (54.591526, -5.343103), (54.591524, -5.343099), (54.591522, -5.343095), (54.591521, -5.34309), (54.591519, -5.343086), (54.591517, -5.343081), (54.591516, -5.343076), (54.591514, -5.343071), (54.591513, -5.343066), (54.591511, -5.343059), (54.59151, -5.343054), (54.59151, -5.343048), (54.591509, -5.343043), (54.591508, -5.343038), (54.591508, -5.343032), (54.591507, -5.343027), (54.591507, -5.343021), (54.591507, -5.343016), (54.591507, -5.343011), (54.591508, -5.343004), (54.591532, -5.342792)]"
15902,usrn20400595,WADHAM GARDENS,Camden,CAMDEN,LONDON,"[(54.594269, -5.344208), (54.594302, -5.344224), (54.594309, -5.344222), (54.59435, -5.344211), (54.594355, -5.34421), (54.594386, -5.344179), (54.594386, -5.344179), (54.59435, -5.34416), (54.594346, -5.344162), (54.594305, -5.344172), (54.594298, -5.344174), (54.594269, -5.344208), (54.59448, -5.344155), (54.594386, -5.344179), (54.592491, -5.346191), (54.592418, -5.345891), (54.592402, -5.345812), (54.592382, -5.345563), (54.592396, -5.345393), (54.592418, -5.34524), (54.592429, -5.345179), (54.592458, -5.345089), (54.592478, -5.345029), (54.592534, -5.34494), (54.592559, -5.344911), (54.592822, -5.344608), (54.592859, -5.344564), (54.592896, -5.344552), (54.594269, -5.344208)]"
15903,usrn20400596,ELSWORTHY TERRACE,Camden,CAMDEN,LONDON,"[(54.59491, -5.344206), (54.595223, -5.345055)]"
15904,usrn20400609,SHARPLESHALL STREET,Camden,CAMDEN,LONDON,"[(54.60057, -5.34473), (54.600535, -5.344698), (54.600499, -5.34468), (54.600365, -5.344654), (54.600339, -5.344636), (54.600084, -5.344398), (54.599874, -5.344195)]"
15905,usrn20400617,BRIDGE APPROACH,Camden,CAMDEN,LONDON,"[(54.601494, -5.340565), (54.601459, -5.340546), (54.601441, -5.340529), (54.601425, -5.340481), (54.601425, -5.340325), (54.601428, -5.339701), (54.60143, -5.339572)]"
15906,usrn20400646,FARRIER STREET,Camden,CAMDEN,LONDON,"[(54.61068, -5.340047), (54.61057, -5.340116), (54.610003, -5.340162), (54.609777, -5.34019), (54.609651, -5.340195), (54.609475, -5.340163)]"
15907,usrn20400687,PRIORY TERRACE,Camden,CAMDEN,LONDON,"[(54.579747, -5.347251), (54.579708, -5.347115), (54.579727, -5.346986), (54.580132, -5.344697), (54.580201, -5.344426)]"
15908,usrn20400705,ORMONDE TERRACE,Camden,CAMDEN,LONDON,"[(54.598476, -5.352474), (54.598234, -5.351788), (54.597874, -5.350853), (54.597829, -5.350835)]"
15909,usrn20400716,PRINCESS ROAD,Camden,CAMDEN,LONDON,"[(54.602687, -5.349458), (54.602705, -5.349249), (54.602768, -5.3488), (54.60282, -5.348557), (54.603044, -5.34792), (54.603181, -5.3475), (54.603641, -5.346487), (54.603858, -5.346029)]"
15910,usrn20400727,EARLY MEWS,Camden,CAMDEN,LONDON,"[(54.607533, -5.347209), (54.607616, -5.347133), (54.60769, -5.347067), (54.607745, -5.347016), (54.608123, -5.346669)]"
15911,usrn20400729,MORNINGTON TERRACE,Camden,CAMDEN,LONDON,"[(54.607464, -5.352715), (54.607515, -5.352936), (54.607534, -5.352972), (54.607578, -5.353056), (54.607595, -5.353085), (54.607654, -5.353214), (54.607747, -5.353423), (54.607931, -5.353918), (54.608541, -5.355517), (54.608669, -5.355853), (54.608977, -5.356746), (54.609208, -5.357452)]"
15912,usrn20400751,MANDELA STREET,Camden,CAMDEN,LONDON,"[(54.612266, -5.349023), (54.612574, -5.350118), (54.613052, -5.351815)]"
15913,usrn20400767,CUMBERLAND TERRACE MEWS,Camden,CAMDEN,LONDON,"[(54.607125, -5.360606), (54.606952, -5.360684), (54.606934, -5.360683), (54.606917, -5.360666), (54.606899, -5.360649), (54.606891, -5.360617), (54.606873, -5.360492), (54.606688, -5.359206), (54.606688, -5.359175), (54.606698, -5.359145), (54.606708, -5.359131), (54.60689, -5.359053)]"
15914,usrn20400769,LITTLE EDWARD STREET,Camden,CAMDEN,LONDON,"[(54.607812, -5.363063), (54.60788, -5.363485), (54.607896, -5.363597)]"
15915,usrn20400803,CHENIES PLACE,Camden,CAMDEN,LONDON,"[(54.616917, -5.356812), (54.616741, -5.357094), (54.616676, -5.357197), (54.616597, -5.357324), (54.616365, -5.357636), (54.616311, -5.357705), (54.616234, -5.35777)]"
15916,usrn20400865,FLAXMAN TERRACE,Camden,CAMDEN,LONDON,"[(54.618136, -5.367698), (54.618113, -5.36771), (54.618068, -5.367737), (54.617799, -5.368009), (54.617762, -5.368068), (54.617732, -5.368159), (54.617446, -5.36939), (54.617448, -5.369449)]"
15917,usrn20400884,CRESTFIELD STREET,Camden,CAMDEN,LONDON,"[(54.620877, -5.363708), (54.620961, -5.363947), (54.621302, -5.364936), (54.621368, -5.365128)]"
15918,usrn20400900,ST CHAD'S PLACE,Camden,CAMDEN,LONDON,"[(54.623142, -5.363451), (54.622986, -5.363541), (54.62294, -5.363584), (54.622839, -5.363653), (54.622482, -5.363903), (54.622389, -5.363988)]"
15919,usrn20400930,WYBERT STREET,Camden,CAMDEN,LONDON,"[(54.608974, -5.370409), (54.60901, -5.370412), (54.609163, -5.370409), (54.609201, -5.37035), (54.609236, -5.370043)]"
15920,usrn20400932,WARREN MEWS,Camden,CAMDEN,LONDON,"[(54.609336, -5.375814), (54.609104, -5.375113), (54.609088, -5.375035), (54.609074, -5.374963), (54.609041, -5.374798)]"
15921,usrn20400934,FITZROY MEWS,Camden,CAMDEN,LONDON,"[(54.609638, -5.376598), (54.609441, -5.376045), (54.609783, -5.377016), (54.609638, -5.376598), (54.609508, -5.376758), (54.609638, -5.376598)]"
15922,usrn20400970,ENDSLEIGH PLACE,Camden,CAMDEN,LONDON,"[(54.615901, -5.372681), (54.616434, -5.372072)]"
15923,usrn20401040,EYRE STREET HILL,Camden,CAMDEN,LONDON,"[(54.628657, -5.376223), (54.62865, -5.376501), (54.628673, -5.376937), (54.6287, -5.377264), (54.628718, -5.377591), (54.628727, -5.377918), (54.628742, -5.378337)]"
15924,usrn20401043,WHITE BEAR YARD,Camden,CAMDEN,LONDON,"[(54.629021, -5.378329), (54.629034, -5.377881)]"
15925,usrn20401050,ONSLOW STREET,Camden,CAMDEN,LONDON,"[(54.630774, -5.379312), (54.63071, -5.379043), (54.63061, -5.37874), (54.630507, -5.378404)]"
15926,usrn20401086,STEPHEN STREET,Camden,CAMDEN,LONDON,"[(54.614868, -5.384775), (54.614849, -5.384808), (54.61449, -5.385429), (54.61448, -5.385443), (54.614377, -5.385605)]"
15927,usrn20401141,PRINCETON STREET,Camden,CAMDEN,LONDON,"[(54.623722, -5.382616), (54.623775, -5.382597), (54.623867, -5.382528), (54.623914, -5.382471), (54.624057, -5.382365), (54.624328, -5.382171), (54.62506, -5.381705)]"
15928,usrn20401144,HOLBORN PLACE,Camden,CAMDEN,LONDON,"[(54.624197, -5.385244), (54.624222, -5.385423), (54.624243, -5.385591), (54.624249, -5.385622), (54.624256, -5.38566), (54.624329, -5.386056), (54.624356, -5.386206), (54.624366, -5.386265)]"
15929,usrn20401147,SANDLAND STREET,Camden,CAMDEN,LONDON,"[(54.625375, -5.383296), (54.625222, -5.38333), (54.625158, -5.383355), (54.624899, -5.383441), (54.624639, -5.383527), (54.624547, -5.383519)]"
15930,usrn20401148,BEDFORD ROW,Camden,CAMDEN,LONDON,"[(54.62585, -5.383056), (54.625848, -5.383103), (54.625811, -5.383146), (54.625629, -5.38324), (54.625429, -5.383301), (54.625375, -5.383296), (54.62506, -5.381705), (54.624836, -5.380583), (54.624816, -5.380388)]"
15931,usrn20401186,HATTON PLACE,Camden,CAMDEN,LONDON,"[(54.630399, -5.380505), (54.630383, -5.380354), (54.630356, -5.380099), (54.630349, -5.380036), (54.630073, -5.37899), (54.630057, -5.378911), (54.630023, -5.378816), (54.629982, -5.378704)]"
15932,usrn20401187,SAFFRON STREET,Camden,CAMDEN,LONDON,"[(54.631041, -5.379102), (54.630774, -5.379312), (54.630444, -5.379548)]"
15933,usrn20401207,NEW COMPTON STREET,Camden,CAMDEN,LONDON,"[(54.617917, -5.388921), (54.617826, -5.389595), (54.617814, -5.389702), (54.617783, -5.389824), (54.617764, -5.3899), (54.617723, -5.390067), (54.617674, -5.390187), (54.617597, -5.390366), (54.617416, -5.390754), (54.617187, -5.391215)]"
15934,usrn20401231,BETTERTON STREET,Camden,CAMDEN,LONDON,"[(54.619663, -5.390786), (54.619887, -5.390456), (54.61994, -5.390338), (54.620536, -5.389479)]"
15935,usrn20401268,MARSTON CLOSE,Camden,CAMDEN,LONDON,"[(54.586181, -5.339264), (54.586314, -5.338686), (54.586314, -5.338686), (54.586479, -5.337926), (54.58664, -5.338914), (54.586314, -5.338686)]"
15936,usrn20401306,PARKHILL WALK,Camden,CAMDEN,LONDON,"[(54.599607, -5.328165), (54.5996, -5.328142), (54.599536, -5.327954), (54.599505, -5.327807), (54.599481, -5.327695)]"
15937,usrn20401382,THE OLD ORCHARD,Camden,CAMDEN,LONDON,"[(54.597262, -5.317592), (54.597272, -5.316912), (54.59742, -5.316565)]"
15938,usrn20401406,PARKER MEWS,Camden,CAMDEN,LONDON,"[(54.621193, -5.389457), (54.621036, -5.389258), (54.621056, -5.38912)]"
15939,usrn20401416,WATERHOUSE CLOSE,Camden,CAMDEN,LONDON,"[(54.592107, -5.323274), (54.592108, -5.323537), (54.592123, -5.323647), (54.592145, -5.323761), (54.592155, -5.32382), (54.592153, -5.324222), (54.592166, -5.324393), (54.592152, -5.324903)]"
15940,usrn20401428,BYRON MEWS,Camden,CAMDEN,LONDON,"[(54.597023, -5.322048), (54.597037, -5.321848), (54.597037, -5.321848), (54.597019, -5.321847), (54.596663, -5.32174), (54.596581, -5.321749), (54.596517, -5.32179), (54.596444, -5.321862), (54.596406, -5.321936), (54.596386, -5.321996), (54.596336, -5.322252), (54.596326, -5.322307), (54.596302, -5.322423), (54.597037, -5.321848), (54.597063, -5.321587)]"
15941,usrn20401464,GREEN YARD,Camden,CAMDEN,LONDON,"[(54.625348, -5.373345), (54.625593, -5.37305), (54.625646, -5.372985), (54.625668, -5.37296), (54.625711, -5.37291)]"
15942,usrn20401478,MAYFAIR MEWS,Camden,CAMDEN,LONDON,"[(54.599926, -5.344012), (54.599811, -5.343906), (54.599751, -5.343849), (54.599705, -5.343793)]"
15943,usrn20401504,THREE CUPS YARD,Camden,CAMDEN,LONDON,"[(54.624899, -5.383441), (54.62488, -5.383321), (54.624864, -5.383259), (54.624853, -5.383183), (54.624835, -5.383071), (54.624818, -5.382965)]"
15944,usrn20401511,WITANHURST LANE,Camden,CAMDEN,LONDON,"[(54.604058, -5.296332), (54.604076, -5.296388), (54.604097, -5.296497), (54.604102, -5.296513), (54.604161, -5.296718), (54.604169, -5.296739), (54.604322, -5.297204)]"
15945,usrn20401525,BELLINA MEWS,Camden,CAMDEN,LONDON,"[(54.610337, -5.321802), (54.610428, -5.321437), (54.610438, -5.321423), (54.610456, -5.321409), (54.610474, -5.32141), (54.610518, -5.321445), (54.610845, -5.321712)]"
15946,usrn20401526,COLLARD PLACE,Camden,CAMDEN,LONDON,"[(54.605788, -5.340049), (54.60592, -5.340139), (54.606097, -5.34026), (54.605504, -5.340243), (54.605595, -5.340235), (54.605613, -5.340205), (54.605663, -5.340023), (54.605673, -5.340009), (54.6057, -5.339995), (54.605788, -5.340049), (54.605872, -5.339312), (54.605865, -5.339544), (54.605853, -5.339683), (54.60584, -5.339821), (54.605788, -5.340049)]"
15947,usrn20401538,WESTKING PLACE,Camden,CAMDEN,LONDON,"[(54.622889, -5.369536), (54.622918, -5.369766), (54.623014, -5.370511), (54.623022, -5.370579), (54.623026, -5.370585), (54.62303, -5.370593), (54.623034, -5.3706), (54.623038, -5.370608), (54.623042, -5.370617), (54.623045, -5.370625), (54.623049, -5.370634), (54.623052, -5.370643), (54.623058, -5.370662), (54.623087, -5.370896)]"
15948,usrn20499129,HEMINGWAY CLOSE,Camden,CAMDEN,LONDON,"[(54.60515, -5.322417), (54.6051, -5.322297), (54.60466, -5.321261), (54.60463, -5.321218), (54.604582, -5.321178), (54.604377, -5.321114), (54.604214, -5.321148)]"
15949,usrn20499132,SWISS TERRACE MEWS,Camden,CAMDEN,LONDON,"[(54.588214, -5.339676), (54.588196, -5.339386), (54.58816, -5.339229), (54.588313, -5.339087)]"
15950,usrn20499137,CLARKSON ROW,Camden,CAMDEN,LONDON,"[(54.609208, -5.357452), (54.609296, -5.35771), (54.609383, -5.357954), (54.609393, -5.357981), (54.609514, -5.358267), (54.60952, -5.358279), (54.609719, -5.358656), (54.609876, -5.358947), (54.609899, -5.358989), (54.609903, -5.358994), (54.609947, -5.359041), (54.609983, -5.359044), (54.610314, -5.358793)]"
15951,usrn20499158,UNITY MEWS,Camden,CAMDEN,LONDON,"[(54.614761, -5.355348), (54.61481, -5.355433), (54.61482, -5.35545), (54.614856, -5.355516), (54.614907, -5.355608), (54.614975, -5.355738), (54.615034, -5.355882), (54.615095, -5.356057), (54.615113, -5.356108)]"
15952,usrn20499178,UNITY MEWS,Camden,CAMDEN,LONDON,"[(54.619351, -5.36524), (54.61931, -5.365113), (54.619294, -5.365049), (54.619294, -5.365034), (54.619304, -5.365004), (54.619884, -5.364401), (54.619904, -5.364293), (54.619837, -5.364258), (54.619794, -5.364271), (54.61928, -5.364708), (54.61921, -5.364774), (54.619174, -5.364822), (54.619154, -5.364883), (54.619153, -5.364929), (54.619159, -5.365038), (54.619191, -5.36518), (54.619222, -5.365289), (54.61924, -5.365355)]"
15953,usrn20499187,UNITY MEWS,Camden,CAMDEN,LONDON,"[(54.604934, -5.349149), (54.605201, -5.348923)]"
15954,usrn20499214,UNITY MEWS,Camden,CAMDEN,LONDON,"[(54.61376, -5.342868), (54.613712, -5.342817), (54.61364, -5.34271), (54.613227, -5.342098), (54.613154, -5.34199), (54.613154, -5.34199), (54.613075, -5.342098), (54.613042, -5.342142), (54.613029, -5.34215), (54.61302, -5.342156), (54.612978, -5.342161), (54.612957, -5.342154), (54.612932, -5.342119), (54.612926, -5.342111), (54.612922, -5.342101), (54.612911, -5.342068), (54.612909, -5.342063), (54.612909, -5.342061), (54.612911, -5.341992), (54.612922, -5.34194), (54.612969, -5.341845), (54.613051, -5.34168), (54.613055, -5.341672), (54.61306, -5.341668), (54.613092, -5.341644), (54.613128, -5.341638), (54.613158, -5.341649), (54.613189, -5.341678), (54.613214, -5.341742), (54.613222, -5.341774), (54.613221, -5.34182), (54.61321, -5.341881), (54.6132, -5.341912), (54.613154, -5.34199)]"
15955,usrn20499238,UNITY MEWS,Camden,CAMDEN,LONDON,"[(54.616388, -5.36422), (54.616491, -5.364111), (54.616965, -5.363605), (54.617085, -5.363477)]"
15956,usrn20499244,UNITY MEWS,Camden,CAMDEN,LONDON,"[(54.614467, -5.363658), (54.614297, -5.363231), (54.614245, -5.363185), (54.614228, -5.363139), (54.614086, -5.36275), (54.613948, -5.362349), (54.613935, -5.362313), (54.613911, -5.362244)]"
15957,usrn20499351,CALEDONIAN SQUARE,Camden,CAMDEN,LONDON,"[(54.615537, -5.334514), (54.615651, -5.334306), (54.615779, -5.334224), (54.615872, -5.334036)]"
15958,usrn20499367,FREIGHT LANE,Camden,CAMDEN,LONDON,"[(54.617371, -5.34613), (54.61745, -5.346016), (54.617551, -5.345897), (54.617638, -5.34583), (54.618147, -5.346007), (54.618802, -5.346257), (54.619034, -5.346394), (54.619196, -5.346445), (54.6194, -5.346433), (54.619796, -5.346354), (54.619796, -5.346354), (54.619839, -5.346388), (54.61998, -5.346364), (54.619796, -5.346354), (54.619832, -5.346282), (54.619979, -5.346244)]"
15959,usrn20499406,PIANO YARD,Camden,CAMDEN,LONDON,"[(54.609479, -5.324413), (54.609701, -5.324028)]"
16922,usrn20900033,ABERSHAM ROAD,Hackney,HACKNEY,LONDON,"[(54.65476, -5.329522), (54.654787, -5.329835), (54.654863, -5.33133)]"
16923,usrn20900039,ADOLPHUS ROAD,Hackney,HACKNEY,LONDON,"[(54.638091, -5.298613), (54.637833, -5.29915), (54.637453, -5.299918), (54.637272, -5.300282), (54.637072, -5.3007), (54.636806, -5.301221), (54.636492, -5.301831), (54.636398, -5.30201), (54.636246, -5.302292), (54.635942, -5.302903), (54.635912, -5.302993), (54.635903, -5.303054), (54.63589, -5.303146)]"
16924,usrn20900072,APPLEBY ROAD,Hackney,HACKNEY,LONDON,"[(54.658568, -5.344041), (54.658643, -5.3449), (54.658709, -5.345758)]"
16925,usrn20900078,ARCOLA STREET,Hackney,HACKNEY,LONDON,"[(54.651375, -5.327384), (54.651769, -5.327448), (54.652028, -5.3275), (54.652473, -5.327566), (54.652828, -5.327629), (54.653236, -5.327702), (54.65329, -5.327712)]"
16926,usrn20900080,ASH GROVE (SOUTH),Hackney,HACKNEY,LONDON,"[(54.66087, -5.357678), (54.66088, -5.358268)]"
16927,usrn20900084,ASHTEAD ROAD,Hackney,HACKNEY,LONDON,"[(54.658472, -5.290448), (54.6601, -5.293744)]"
16928,usrn20900109,BARTRIP STREET,Hackney,HACKNEY,LONDON,"[(54.677779, -5.340355), (54.677811, -5.340426), (54.677827, -5.340489), (54.677826, -5.34052), (54.677825, -5.340551), (54.677816, -5.340581), (54.677737, -5.340808)]"
16929,usrn20900123,BELGRADE ROAD,Hackney,HACKNEY,LONDON,"[(54.648836, -5.325223), (54.649981, -5.325104), (54.650504, -5.325049), (54.650882, -5.325034), (54.651493, -5.325037)]"
16930,usrn20900152,BOOT STREET,Hackney,HACKNEY,LONDON,"[(54.645432, -5.37056), (54.645693, -5.37055), (54.645756, -5.370547), (54.645945, -5.37054), (54.646081, -5.37052), (54.646369, -5.370513)]"
16931,usrn20900155,BOUVERIE MEWS,Hackney,HACKNEY,LONDON,"[(54.649132, -5.309183), (54.649543, -5.308943)]"
16932,usrn20900158,BRACKLYN STREET,Hackney,HACKNEY,LONDON,"[(54.641911, -5.357509), (54.641911, -5.357478), (54.641758, -5.35686), (54.641672, -5.356698), (54.64163, -5.356617)]"
16933,usrn20900190,BUSH ROAD,Hackney,HACKNEY,LONDON,"[(54.662206, -5.354562), (54.661722, -5.354491), (54.661537, -5.354494), (54.660562, -5.354519)]"
16934,usrn20900207,CASTERTON STREET,Hackney,HACKNEY,LONDON,"[(54.66175, -5.338858), (54.661797, -5.339126)]"
16935,usrn20900278,CORSHAM STREET,Hackney,HACKNEY,LONDON,"[(54.643223, -5.370129), (54.643174, -5.369644), (54.643146, -5.369347), (54.643156, -5.369317), (54.643701, -5.369129), (54.644045, -5.369034), (54.644145, -5.369011)]"
16936,usrn20900279,COTESBACH ROAD,Hackney,HACKNEY,LONDON,"[(54.666937, -5.315689), (54.665992, -5.316357), (54.665323, -5.31683)]"
16937,usrn20900280,COTTONS GARDENS,Hackney,HACKNEY,LONDON,"[(54.648984, -5.368311), (54.649035, -5.368287), (54.649038, -5.368284), (54.649166, -5.368233), (54.649302, -5.368198), (54.6494, -5.368206), (54.649551, -5.368296)]"
16938,usrn20900281,COWDRY ROAD,Hackney,HACKNEY,LONDON,"[(54.677894, -5.341007), (54.677938, -5.341041), (54.678102, -5.341272), (54.678206, -5.341436), (54.6783, -5.341609), (54.678514, -5.342004), (54.67878, -5.342445), (54.678928, -5.342643), (54.679189, -5.34296)]"
16939,usrn20900284,CRABTREE CLOSE,Hackney,HACKNEY,LONDON,"[(54.651288, -5.362392), (54.651297, -5.361772), (54.651297, -5.361772), (54.651476, -5.361787), (54.651135, -5.361759), (54.651297, -5.361772)]"
16940,usrn20900306,CURTAIN PLACE,Hackney,HACKNEY,LONDON,"[(54.647475, -5.372775), (54.647557, -5.372774), (54.648115, -5.372766)]"
16941,usrn20900320,DEACON MEWS,Hackney,HACKNEY,LONDON,"[(54.645404, -5.346001), (54.64518, -5.345895), (54.645091, -5.345937), (54.64501, -5.345912), (54.644851, -5.345828)]"
16942,usrn20900376,ELEANOR ROAD (SOUTH),Hackney,HACKNEY,LONDON,"[(54.661619, -5.345238), (54.66146, -5.345145), (54.661428, -5.345119)]"
16943,usrn20900395,FARLEIGH PLACE,Hackney,HACKNEY,LONDON,"[(54.652349, -5.321695), (54.652311, -5.322437)]"
16944,usrn20900405,FERRON ROAD,Hackney,HACKNEY,LONDON,"[(54.661167, -5.318271), (54.661283, -5.318251), (54.662222, -5.318097), (54.662376, -5.318063), (54.662422, -5.318035)]"
16945,usrn20900410,FIRSBY ROAD,Hackney,HACKNEY,LONDON,"[(54.655752, -5.298881), (54.656104, -5.298491), (54.656206, -5.298375), (54.656292, -5.298212), (54.656341, -5.298061), (54.656361, -5.297985), (54.656392, -5.297817), (54.656418, -5.297524), (54.656431, -5.297401), (54.656455, -5.296829), (54.656461, -5.295961)]"
16946,usrn20900444,GLADING TERRACE,Hackney,HACKNEY,LONDON,"[(54.652251, -5.31684), (54.652149, -5.318516)]"
16947,usrn20900458,GOULTON ROAD,Hackney,HACKNEY,LONDON,"[(54.663184, -5.327591), (54.663439, -5.327487), (54.663475, -5.327475), (54.663876, -5.327275), (54.664314, -5.327047), (54.664518, -5.326946), (54.665116, -5.326647)]"
16948,usrn20900499,HEARN STREET,Hackney,HACKNEY,LONDON,"[(54.647068, -5.378339), (54.647156, -5.378375), (54.647592, -5.378553), (54.647966, -5.378677)]"
16949,usrn20900528,HOLYWELL LANE,Hackney,HACKNEY,LONDON,"[(54.648804, -5.376043), (54.648895, -5.376032), (54.649165, -5.376001), (54.649287, -5.375991), (54.649298, -5.375997), (54.64934, -5.376019), (54.648804, -5.376043), (54.648807, -5.376095), (54.648809, -5.376137), (54.648804, -5.376043), (54.64857, -5.376072), (54.648551, -5.376074), (54.648453, -5.37608), (54.648336, -5.376091), (54.648324, -5.37609), (54.648226, -5.376093), (54.648074, -5.376097), (54.647786, -5.376141), (54.647648, -5.376162), (54.647614, -5.376167), (54.64755, -5.376177), (54.647452, -5.376216), (54.647408, -5.376232)]"
16950,usrn20900548,INSTITUTE PLACE,Hackney,HACKNEY,LONDON,"[(54.660488, -5.333891), (54.660549, -5.333843), (54.66066, -5.333712), (54.660697, -5.333669), (54.660979, -5.333227), (54.661036, -5.333107), (54.66117, -5.332839)]"
16951,usrn20900552,IVY STREET,Hackney,HACKNEY,LONDON,"[(54.647232, -5.359224), (54.647073, -5.359303), (54.646921, -5.35938), (54.646743, -5.359445), (54.646576, -5.359506), (54.646059, -5.359671), (54.645959, -5.359703)]"
16952,usrn20900554,JARROW WAY,Hackney,HACKNEY,LONDON,"[(54.678207, -5.327688), (54.678236, -5.327712), (54.678271, -5.32772), (54.67827, -5.327801), (54.678207, -5.327688), (54.678216, -5.327673), (54.678227, -5.327612), (54.678229, -5.327479), (54.678207, -5.327688), (54.678189, -5.327686), (54.678099, -5.327694), (54.678089, -5.327725), (54.678076, -5.327848), (54.678066, -5.327881), (54.678048, -5.327907), (54.677909, -5.328036), (54.677842, -5.327754), (54.677756, -5.32748), (54.67764, -5.32711), (54.677577, -5.326925)]"
16953,usrn20900562,KEMEYS STREET,Hackney,HACKNEY,LONDON,"[(54.67463, -5.335137), (54.675003, -5.334982), (54.675157, -5.334925), (54.675348, -5.334855)]"
16954,usrn20900580,KINGSLAND PASSAGE,Hackney,HACKNEY,LONDON,"[(54.650797, -5.337144), (54.650692, -5.337158), (54.650642, -5.33717), (54.650556, -5.337202), (54.650475, -5.33721), (54.650475, -5.33721), (54.65043, -5.3372)]"
16955,usrn20900589,LAMPARD GROVE,Hackney,HACKNEY,LONDON,"[(54.652958, -5.30112), (54.653946, -5.301154), (54.653964, -5.301156), (54.653982, -5.301157), (54.654261, -5.301149), (54.65427, -5.301134), (54.65427, -5.301134), (54.65427, -5.301055), (54.65427, -5.300986), (54.654267, -5.300575), (54.654732, -5.300603), (54.65427, -5.301134), (54.654719, -5.301139), (54.654989, -5.301146), (54.655573, -5.301178), (54.655725, -5.30119), (54.65603, -5.301215), (54.656282, -5.30122)]"
16956,usrn20900598,LAVENDER GROVE,Hackney,HACKNEY,LONDON,"[(54.658233, -5.346727), (54.655855, -5.346547), (54.654787, -5.346459), (54.654518, -5.346437), (54.654204, -5.346411)]"
16957,usrn20900603,LEABANK SQUARE,Hackney,HACKNEY,LONDON,"[(54.681832, -5.340042), (54.681942, -5.339974), (54.682129, -5.339883), (54.682188, -5.339854), (54.682188, -5.339854), (54.682144, -5.339639), (54.682584, -5.33934), (54.682734, -5.339207), (54.682822, -5.339156), (54.682984, -5.339547), (54.682947, -5.339692), (54.682801, -5.33992), (54.68224, -5.340108), (54.682188, -5.339854)]"
16958,usrn20900621,LINGWOOD ROAD,Hackney,HACKNEY,LONDON,"[(54.65847, -5.288881), (54.658493, -5.289023), (54.658501, -5.289054), (54.658561, -5.289168), (54.65883, -5.289546), (54.658872, -5.289627), (54.658957, -5.28982), (54.660593, -5.293132)]"
16959,usrn20900637,LORDSHIP PARK MEWS,Hackney,HACKNEY,LONDON,"[(54.641361, -5.305296), (54.64141, -5.305265), (54.641755, -5.305049), (54.641764, -5.305018), (54.641744, -5.304892)]"
